报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.46,0.52,0.92,0.83,0.68,0.63,0.6,
每股净资产(元),--,--,--,4.98,4.15,27.54,22.51,
每股经营活动产生的现金流量净额(元),--,--,--,0.75,0.54,5.24,3.44,
主营业务收入(万元),61136,49461,44399,39207,39192,37568,35292,
主营业务利润(万元),26909,22757,20650,18065,16503,15564,13554,
营业利润(万元),9532,7736,7347,6490,5113,4471,4302,
投资收益(万元),276,594,29,108,19,--,--,
营业外收支净额(万元),1,52,647,210,265,153,87,
利润总额(万元),9534,7788,7994,6700,5378,4624,4389,
净利润(万元),8080,6460,6598,5497,4161,3769,3618,
净利润(扣除非经常性损益后)(万元),7350,5752,5883,5200,3908,3601,3518,
经营活动产生的现金流量净额(万元),6976,211,3180,4957,3553,3789,2491,
现金及现金等价物净增加额(万元),-10696,6893,10746,-1392,4750,-527,-304,
总资产(万元),136286,95917,84176,51095,44534,39934,27046,
流动资产(万元),72241,65424,63408,35172,32182,25501,20182,
总负债(万元),36473,24968,19575,18230,17167,19998,10754,
流动负债(万元),35849,24592,19417,18046,16970,19788,10754,
股东权益不含少数股东权益(万元),98663,69801,64464,32865,27367,19936,16292,
净资产收益率加权(%),10.93,9.68,15.68,18.17,18.12,20.74,25.04,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
