报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.69,0.34,0.16,0.17,0.16,0.55,0.57,0.71,0.76,
每股净资产(元),--,--,--,--,--,--,4.75,4.54,3.83,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.3,1.52,-1.36,
主营业务收入(万元),369043,302422,206197,174159,182159,159327,133351,146570,121229,
主营业务利润(万元),89923,48974,25709,20638,19668,20284,19640,20027,18693,
营业利润(万元),52235,19767,5572,3800,4893,6508,6441,7359,8415,
投资收益(万元),-137,690,-30,-5,63,19,--,--,--,
营业外收支净额(万元),-469,-152,-16,2293,1108,1346,729,1666,1361,
利润总额(万元),51766,19615,5556,6094,6000,7854,7170,9025,9776,
净利润(万元),45214,17143,5019,5185,5038,6502,6257,7806,8318,
净利润(扣除非经常性损益后)(万元),43531,16099,3617,3137,4017,5308,5678,6700,7422,
经营活动产生的现金流量净额(万元),67202,49634,-68202,15954,12581,20460,-3346,16774,-14977,
现金及现金等价物净增加额(万元),-25754,30335,34455,5553,4486,14826,4013,-460,-2335,
总资产(万元),394314,341286,295610,205770,174425,164455,140387,129989,109817,
流动资产(万元),296415,271835,231840,152171,134062,128029,102650,91028,75539,
总负债(万元),180044,167872,137504,120401,93654,87309,88141,80059,67694,
流动负债(万元),174824,163722,134651,117997,92427,86520,87423,79704,66291,
股东权益不含少数股东权益(万元),213865,173013,158106,85369,80771,77146,52246,49930,42123,
净资产收益率加权(%),23.48,10.37,5.77,6.25,6.39,11.24,12.48,16.96,21.98,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
