报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.03,0.03,0.42,0.69,0.73,0.75,0.54,0.17,0.83,0.78,0.59,
每股净资产(元),--,--,--,--,5.99,5.26,4.71,4.26,5.14,4.31,1.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,1.06,1.26,0.92,1.5,0.9,1.61,1.29,
主营业务收入(万元),400249,389122,363635,323650,312715,285760,274962,275763,251804,179579,108408,
主营业务利润(万元),172550,167492,157690,144393,143085,134121,127956,128014,112933,80350,46058,
营业利润(万元),2208,2862,16156,18250,17562,18246,11410,7455,18705,16412,10644,
投资收益(万元),1858,2669,1870,370,476,441,231,--,107,30,--,
营业外收支净额(万元),586,1868,-506,1280,754,798,1038,1062,1029,390,-13,
利润总额(万元),2794,4730,15650,19529,18315,19044,12448,8518,19734,16801,10631,
净利润(万元),1037,1011,10137,13411,13159,13576,9786,3100,12376,10359,7526,
净利润(扣除非经常性损益后)(万元),-3296,-4653,8572,12045,12183,12944,8864,2301,11521,15650,7545,
经营活动产生的现金流量净额(万元),10154,7275,15328,32377,19002,22706,16493,27066,13555,24220,16547,
现金及现金等价物净增加额(万元),-10892,-15104,12449,29660,-631,845,8515,-22196,9675,36501,12041,
总资产(万元),286630,284130,300143,276909,187771,163161,153699,143590,148658,108673,41138,
流动资产(万元),196733,195475,213643,192078,101189,95138,94865,82537,125410,97411,34499,
总负债(万元),110284,98784,109481,89446,79913,68462,68907,66901,71633,44024,26104,
流动负债(万元),108915,95136,101965,88584,79542,68079,68795,66901,71432,43947,25982,
股东权益不含少数股东权益(万元),176346,185346,190662,187463,107858,94699,84793,76689,77025,64650,15033,
净资产收益率加权(%),0.56,0.54,5.38,11.71,12.99,15.39,12.14,3.99,17.47,39.9,66.78,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
