报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),1.22,0.4,0.54,0.59,1.06,1.09,1.09,0.98,1.52,0.7,0.54,0.3,0.48,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.52,4.7,4.58,3.53,4.15,3.13,5.64,5.02,4.38,3.64,5.31,4.71,3.65,3.25,1.3,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.22,0.01,0.21,0.26,0.09,0.17,0.85,0.68,-0.15,0.47,0.64,0.01,0.51,0.04,--,--,--,--,
主营业务收入(万元),8205054,6906323,6256685,6087952,6151965,7001223,6939525,7323833,7164005,778517,679747,726306,479177,351276,309816,264352,198596,114079,75380,64136,52577,41276,46262,42895,41178,22912,
主营业务利润(万元),975882,589142,496513,476245,425272,413087,406031,389999,506479,64876,69621,59465,42934,48038,51137,41421,32973,18138,10507,7204,8174,5735,7064,5621,4832,2998,
营业利润(万元),666870,324125,332796,323098,314225,289084,282028,244918,357586,79289,51756,29953,37502,5803,10058,7831,6656,6900,4800,3015,4849,4863,5833,5632,4834,3005,
投资收益(万元),237855,218219,221366,209082,243272,228123,213524,181122,170328,89370,63560,48396,47517,25445,17355,14035,10100,6784,4177,3021,2050,0,498,279,716,585,
营业外收支净额(万元),-23797,-25057,-11695,4002,3814,1727,-1048,2580,4598,4080,2009,1021,2213,-549,-1662,-492,-76,0,553,30,344,--,--,0,0,0,
利润总额(万元),643073,299068,321101,327100,318039,290811,280980,247498,362184,83369,53764,30974,39714,31248,25888,21658,17085,13755,9738,6066,7242,5934,6279,5888,5529,3589,
净利润(万元),504200,170465,228000,246907,221105,201977,189851,170729,264281,57948,40861,22861,30306,21066,18089,13970,12435,12133,8430,5500,6389,5749,5251,5687,5529,3589,
净利润(扣除非经常性损益后)(万元),527213,203106,227578,236855,198971,186643,183286,168061,95019,55181,38217,22130,25565,19894,18533,15015,12146,12073,7784,5450,6274,--,--,--,--,--,
经营活动产生的现金流量净额(万元),443689,333699,271219,311146,318776,134395,158364,205197,212201,1225,15638,19763,5487,10503,26781,21391,-4683,14678,12411,103,7174,516,--,--,--,--,
现金及现金等价物净增加额(万元),32136,234531,-10578,-58663,44953,13799,14838,83847,47347,5720,8777,-6132,11280,-364,-7613,10752,2942,8128,23763,-6956,-7109,18095,--,--,--,--,
总资产(万元),6421767,4794379,4245163,3738504,3521708,3340119,2953511,2469880,2168951,974466,845651,702545,687668,444397,384450,374557,323611,229226,141057,107605,67834,49720,15966,15185,13768,7217,
流动资产(万元),1717855,1359060,1106659,917697,990305,1080828,1082094,868302,841668,198729,166718,149246,167933,153719,123185,132675,115628,0,0,0,0,31454,9066,8086,7511,2398,
总负债(万元),3156780,2060804,1621693,1183596,1108103,1151220,1276930,1021151,932127,451826,383199,350959,342814,175493,142254,158941,139735,93940,27858,15045,14459,3846,3004,5183,7568,2208,
流动负债(万元),2619590,1846254,1328167,875610,1008319,1029898,1225405,920406,786358,237757,179433,335080,319913,140279,118192,139704,122279,0,0,0,0,3846,2979,3678,4017,1082,
股东权益不含少数股东权益(万元),2606169,2157512,2083240,2051543,1926662,1759777,1302095,1124305,958509,391477,346256,266970,261855,197632,177774,158118,138120,114641,103050,85667,51151,45462,12961,10002,6200,5009,
净资产收益率加权(%),20.63,7.87,10.81,12.19,11.98,13.68,15.68,16.55,30.94,15.67,12.13,8.4,13.03,11.71,10.77,9.43,10.09,11.15,8.61,10.69,0,15.62,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
