报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),1.05,0.62,0.57,0.41,0.4,0.03,0.05,0.05,0.05,0.18,0.08,0.06,0.03,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.23,2.95,2.77,2.69,2.63,3.6,4.68,5.27,5.21,5.11,5.02,1.51,0.37,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.03,0.19,0.17,-0.03,0.13,0.1,0.1,0.06,0.01,0.14,0.31,0.06,-0.05,--,--,
主营业务收入(万元),3919368,3082054,2455303,2132881,1759836,39911,37692,36500,31744,32215,31435,23811,20662,16317,16585,18341,15392,15316,9400,10535,9747,5518,3596,
主营业务利润(万元),929206,721889,455989,374279,378796,23827,22244,19533,16186,15060,12984,9275,8035,5733,5860,7290,7212,7722,3362,4595,5435,3593,2614,
营业利润(万元),555570,356888,181917,147129,151338,830,1408,1601,1702,2587,1403,1175,631,-6199,-7047,1074,1534,2397,2505,2120,2555,1204,782,
投资收益(万元),10881,8258,13821,13835,-858,959,1669,1203,963,616,8,--,--,-1,217,69,9,-138,99,46,--,--,--,
营业外收支净额(万元),3478,-19149,-4550,-347,-1282,906,1503,1062,969,1008,437,139,--,-7516,-638,-6,-60,-8,-17,14,-140,-3,53,
利润总额(万元),559048,337739,177367,146782,150056,1736,2911,2663,2670,3595,1839,1314,707,-13650,-7437,1152,1547,2984,2884,2820,3627,1201,836,
净利润(万元),345907,222407,136595,89577,80500,1258,2253,2144,2358,3097,1469,1016,551,-13743,-7528,746,1283,2402,2911,2611,2897,750,525,
净利润(扣除非经常性损益后)(万元),335638,246862,133655,86394,90177,-322,-496,195,535,1542,1081,846,-1301,-7280,-7753,513,747,2005,2473,--,--,--,--,
经营活动产生的现金流量净额(万元),383335,46198,755389,-268812,143044,3722,3124,1503,1270,3321,2914,-611,2331,1323,1255,713,73,1765,4000,457,-1245,--,--,
现金及现金等价物净增加额(万元),115212,1181536,241285,344414,49400,1303,292,-752,-123,-11005,2128,3268,9948,-36,-13918,-1053,-14035,-14793,46462,-265,-412,--,--,
总资产(万元),20189032,15088068,9523988,7336471,5624393,74439,66705,64274,62590,58047,54885,53022,54155,70791,82788,99784,87234,77945,75155,20041,17017,12939,6801,
流动资产(万元),18314946,13595746,8521986,6445834,4947082,37458,37873,31753,23724,25594,27008,24043,25234,26863,39356,52071,43660,--,--,12992,10761,6986,4350,
总负债(万元),16276965,12378750,7619387,5935483,4489281,14614,8136,7955,8412,6226,5642,5299,7489,24530,22412,31890,20220,12455,10934,8158,7925,6764,5566,
流动负债(万元),12460113,8347421,5195683,3947066,3430278,8132,6632,6885,7527,5495,5112,4841,7016,24057,21572,26290,16020,--,--,8158,7925,6764,5566,
股东权益不含少数股东权益(万元),1921335,1575929,1454446,997157,889069,59815,58557,56304,54161,51803,48700,47231,46215,45841,59584,67112,66366,65083,63954,11684,9073,6175,1234,
净资产收益率加权(%),23.88,17.07,12.81,9.86,10.51,2.13,3.92,3.88,4.45,6.16,3.06,2.17,1.2,-26.07,-11.88,1.12,1.94,3.69,4.89,24.81,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
