报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.63,0.55,0.41,0.55,0.65,1.33,1.43,1.28,1.19,
每股净资产(元),--,--,--,--,--,10.04,6.63,5.45,4.42,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.55,1.25,1.63,0.96,
主营业务收入(万元),77902,72210,54534,44081,34028,28722,28226,28488,27073,
主营业务利润(万元),38300,32067,25421,20620,16883,14141,13796,13453,11823,
营业利润(万元),21934,18665,14407,11931,10127,7680,7921,7037,6156,
投资收益(万元),26,177,-86,-137,--,--,--,--,--,
营业外收支净额(万元),-63,-87,-116,1055,-267,481,151,195,729,
利润总额(万元),21871,18578,14290,12986,9859,8161,8071,7232,6885,
净利润(万元),19157,16122,12178,10803,8418,6963,6915,6197,5772,
净利润(扣除非经常性损益后)(万元),18457,15147,11763,10148,8648,6554,6517,6034,5152,
经营活动产生的现金流量净额(万元),21162,9492,11692,10491,9167,3552,6055,7897,4641,
现金及现金等价物净增加额(万元),66082,-6865,-883,-5370,-1327,27265,-1615,3588,575,
总资产(万元),216154,139710,116474,103523,86729,75752,42196,40659,33292,
流动资产(万元),144653,78513,65132,59552,67416,56830,23868,22624,17572,
总负债(万元),25788,33818,25670,21876,14771,10864,10115,14282,11902,
流动负债(万元),20457,30699,23498,18193,11672,8018,7786,11719,9810,
股东权益不含少数股东权益(万元),189582,105695,90644,81589,71958,64888,32081,26376,21389,
净资产收益率加权(%),17.08,16.71,14.27,14.23,12.38,16.45,23.18,25.31,31.66,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
