报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.87,0.83,0.75,0.46,0.35,0.41,0.49,0.51,0.73,0.57,0.47,
每股净资产(元),--,--,--,--,--,--,--,5.06,3.15,2.42,1.86,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.07,0.88,0.65,
主营业务收入(万元),166288,166818,151096,122469,118329,111736,116568,105562,105116,104257,75248,
主营业务利润(万元),52272,51303,48933,36351,29728,25802,29817,26854,34825,34220,29367,
营业利润(万元),57616,54214,51415,20287,17731,16494,23223,17992,24922,24753,23595,
投资收益(万元),1067,4326,511,66,-574,-1017,8,96,74,-163,--,
营业外收支净额(万元),444,1036,477,12779,6771,11055,7957,10281,12125,4387,224,
利润总额(万元),58060,55250,51892,33066,24502,27549,31180,28273,37046,29140,23818,
净利润(万元),41030,40074,36267,22244,17083,19901,23354,21189,27775,21570,17900,
净利润(扣除非经常性损益后)(万元),25984,24043,26761,12605,11849,11333,17386,13481,18681,18497,17680,
经营活动产生的现金流量净额(万元),56676,51686,54746,48810,36942,32200,34876,34849,40620,33507,24792,
现金及现金等价物净增加额(万元),10859,-2831,-10213,13528,4157,10016,573,-269,4082,-1097,-4433,
总资产(万元),534922,497969,439316,382067,368106,354262,286438,274090,224842,211246,192846,
流动资产(万元),150239,139835,108959,45192,32733,25549,12564,12191,12468,7628,9043,
总负债(万元),179447,138567,106494,76764,83551,82698,27455,30362,104920,119098,122268,
流动负债(万元),80155,57718,39316,66179,26206,25221,9681,11580,36420,26498,59928,
股东权益不含少数股东权益(万元),339538,344407,324096,299238,281425,271564,258898,243728,119922,92147,70578,
净资产收益率加权(%),12.27,12.11,11.67,7.68,6.19,7.54,9.29,13.01,26.19,26.51,26.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
