报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-4.9,-0.43,0.3,0.37,0.44,-0.11,0.02,-0.11,0.4,0.08,0.33,0.37,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,0.6,0.54,0.37,0.04,-0.3,-0.38,0.59,1.23,1.72,1.73,1.65,1.51,2.23,2.13,1.87,2.19,1.34,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.39,0.45,0.36,0.35,0.01,0.08,0.4,-0.67,-0.22,0.29,-0.09,-0.19,-0.15,0.32,--,--,0,--,--,
主营业务收入(万元),155699,675957,647445,423299,31034,19503,11083,13545,113566,136476,126905,133877,57347,47787,79835,158931,229088,232498,289686,320161,237108,190623,161872,120626,54086,26095,26416,
主营业务利润(万元),-503,62167,59272,30974,5724,5415,1384,1771,32876,28847,24585,24729,10256,8745,17979,23343,28832,37103,49086,39025,41481,32155,12156,8405,5590,3554,1498,
营业利润(万元),-309502,-21238,21660,18820,14860,-7400,-1860,-7616,17810,8390,6848,5791,-327,-29289,-10886,-18837,-7739,2304,5499,-21695,-4527,7671,13126,8719,5729,3757,2886,
投资收益(万元),83,355,577,7488,19280,--,2694,388,8452,--,23,-2091,3447,-1382,-994,-1264,9508,911,1683,-2278,-392,420,1502,56,0,0,0,
营业外收支净额(万元),724,-60,-411,1793,-430,397,448,943,4562,3175,12648,--,--,-7434,-18648,-632,-299,-170,-239,231,245,0,0,0,0,--,--,
利润总额(万元),-308779,-21298,21249,20613,14429,-7003,-1412,-6672,22372,11565,19496,17099,6571,-37670,-30166,-20731,1470,3092,8043,-23742,-3035,11150,16321,10504,6015,3705,2886,
净利润(万元),-305139,-26716,18671,18375,15482,-3957,732,-3950,13969,2668,11516,13003,6367,-24679,-28073,-9532,2273,2100,5130,-25211,-5497,8487,11888,9172,5088,3210,2645,
净利润(扣除非经常性损益后)(万元),-307946,-33101,16912,9515,-3581,-4758,-2079,-7201,1677,67,398,440,-7101,-17198,-8898,-9206,-7078,776,3487,-25404,-7624,--,--,--,0,--,--,
经营活动产生的现金流量净额(万元),-18728,-24611,-29344,12139,10435,-28298,-3809,-4356,-13673,15960,12713,12289,303,2884,13974,-23659,-7858,10107,-3299,-6617,-5341,10427,--,--,0,--,--,
现金及现金等价物净增加额(万元),8514,-77528,20459,50377,14437,306,269,-15381,-33357,25293,14778,-191,393,-1635,-5816,-31681,-23162,25649,-12542,15607,10305,-8881,--,--,0,--,--,
总资产(万元),262216,733659,822512,712346,36736,157569,120149,106335,127125,193035,150311,136982,77101,89572,121453,173525,214088,207120,168213,177774,191948,156468,144689,89611,41975,25630,19838,
流动资产(万元),159571,532721,575206,494394,27049,143121,105697,91016,108305,170450,134137,102566,42877,58673,89568,132735,169078,--,--,147724,0,118903,122765,74727,32487,21667,17882,
总负债(万元),309452,472640,535033,458440,10892,146446,101897,85941,93063,150717,116219,119219,87563,102821,100028,131105,150665,144410,107715,120304,105400,78217,73157,42293,27211,17359,14174,
流动负债(万元),300961,458341,461806,440953,10877,106039,78190,64608,46382,107476,92507,83418,71311,102821,100028,131105,126665,--,--,119050,0,78061,71251,41774,26474,17023,9087,
股东权益不含少数股东权益(万元),-47228,261019,287478,253388,27196,11714,15671,15517,21240,19031,13063,1549,-10596,-13399,20696,43220,60561,60656,57843,53149,78475,69403,60905,42726,13361,7797,5275,
净资产收益率加权(%),0,-9.74,6.67,12.64,79.58,-28.9,4.61,-21.49,69.38,16.32,157.62,934.33,--,0,-96.19,-17.08,3.74,3.57,9.34,--,0,13.02,--,--,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
