报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.13,0.13,0.14,0.16,0.03,0.06,0.06,0.03,0.19,0.25,0.14,0.06,0.19,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.98,2.07,1.82,1.71,3.32,3.22,1.98,1.76,1.51,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.21,0.33,0.3,0.14,0.04,0.15,0.54,0.07,0.59,
主营业务收入(万元),198055,188533,185459,118733,81195,92211,81906,80890,83551,81862,55506,52427,47410,43541,37771,37450,32883,
主营业务利润(万元),33377,33179,34107,22395,11143,14339,12505,9048,12761,14674,9405,6335,6781,7755,7007,6996,7547,
营业利润(万元),16348,15012,16894,14997,1947,4139,2886,1058,6980,8794,3837,1761,2467,3335,3213,3171,4918,
投资收益(万元),396,-2194,-128,1931,340,-131,5,2658,3974,1294,433,-790,13,-98,18,10,-66,
营业外收支净额(万元),-60,-100,458,234,419,782,1101,631,1031,-619,382,175,--,-4,--,--,--,
利润总额(万元),16288,14911,17353,15231,2366,4921,3987,1689,8010,8175,4218,1936,2886,3490,3424,3369,4934,
净利润(万元),9645,9455,10470,11341,2283,4252,4228,2029,6905,6888,3747,1679,2677,3156,3103,3072,4454,
净利润(扣除非经常性损益后)(万元),7873,11320,8921,9672,1364,3521,3500,1954,6103,6837,3334,2055,2301,2996,2883,2864,4264,
经营活动产生的现金流量净额(万元),19119,14232,15104,16907,8156,30436,-13209,3416,8409,9078,8132,3943,492,2004,5431,700,5856,
现金及现金等价物净增加额(万元),-5099,-17533,19220,6541,-20520,18567,-22375,-6009,54150,218,2216,-10509,-6637,19430,1937,-2696,3031,
总资产(万元),224380,205437,198101,175603,148962,148332,145639,147549,151284,85206,70677,57581,61105,52983,29277,26030,26324,
流动资产(万元),157549,139088,132263,112714,88950,89036,86638,89281,93682,36640,33776,25513,36774,39540,18095,15790,18011,
总负债(万元),35323,30657,35462,24369,19713,19451,18924,24935,29797,28221,20510,10507,15328,8470,9440,8399,11264,
流动负债(万元),32546,28302,33636,22593,17823,18103,18023,24411,26183,25274,19416,10439,15252,8470,9366,8324,11190,
股东权益不含少数股东权益(万元),172258,161364,153223,146468,127949,127172,124385,120025,119575,56985,50166,47074,45777,44393,19837,17632,15059,
净资产收益率加权(%),5.78,6,7.02,8.06,1.79,3.38,3.46,1.7,10.43,12.96,7.71,3.63,5.93,14.91,16.63,18.8,34.24,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
