报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.15,-1.81,0.33,0.33,0.23,0.5,0.39,0.23,0.42,0.34,0.2,0.14,0.42,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.99,3.77,3.53,3.44,3.5,3.18,1.76,1.52,1.25,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.36,0.89,0.8,0.7,0.05,0.62,0.52,-0.11,0.5,
主营业务收入(万元),191915,227250,185990,117549,104146,104951,100628,93351,103760,101147,75981,86132,86057,64499,49666,42531,35260,
主营业务利润(万元),70269,79221,62651,37531,31074,30708,28723,24528,25619,24289,18766,17883,20093,15292,10294,9053,7297,
营业利润(万元),2980,-68055,16734,13277,7576,8177,7375,4354,6404,7058,4059,1648,8451,7214,4027,3792,3157,
投资收益(万元),423,69,33,33,73,87,99,116,--,--,--,--,--,-60,-60,-60,-65,
营业外收支净额(万元),-546,-417,-673,875,1173,1369,-22,288,1659,-65,258,1300,--,-12,0,0,0,
利润总额(万元),2434,-68472,16061,14152,8748,9547,7353,4642,8063,6992,4318,2949,9644,7185,4116,3940,3058,
净利润(万元),5450,-64973,11899,11850,7197,7820,6061,3623,6472,5329,3110,2094,6482,4907,2906,2764,2108,
净利润(扣除非经常性损益后)(万元),5059,-75297,11964,11054,6069,6651,6070,3228,5082,5381,2896,1057,5666,4885,2736,2604,2124,
经营活动产生的现金流量净额(万元),29158,39043,10289,16288,17541,15396,15275,17275,5650,13831,12437,10891,791,9683,5227,-1052,5022,
现金及现金等价物净增加额(万元),2170,1766,13920,-8163,6449,7,-629,411,-509,-2714,1860,-12271,-8966,31141,1231,-739,-880,
总资产(万元),204368,214204,317915,146197,147691,137728,131770,132416,134857,133110,126303,123467,120295,101599,57858,49652,34966,
流动资产(万元),95985,105976,143933,62749,68342,60173,58711,59764,61139,62877,58660,59217,66255,61038,23652,20071,17653,
总负债(万元),132446,145821,179429,33203,43540,69027,67671,72715,67842,68622,65944,64936,59892,49639,38327,32703,20932,
流动负债(万元),112249,90328,120280,28624,38570,68462,67326,69921,61898,66839,63444,60536,55992,44109,29912,27428,15775,
股东权益不含少数股东权益(万元),61824,56142,121904,112994,104151,68701,64099,59701,61797,58473,54768,53258,54299,49363,17588,15229,12506,
净资产收益率加权(%),9.26,-72.95,10.15,10.94,10.1,11.82,9.81,5.95,10.76,9.41,5.77,3.91,12.51,24.85,17.77,19.9,18.54,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
