报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.97,0.87,1.07,--,0.84,0.75,0.68,0.52,0.45,0.31,0.25,0.15,0.29,0.14,0.08,
每股净资产(元),6.1,--,--,--,--,--,--,--,2.97,2.57,2.31,0.85,0.71,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.26,-0.05,0.45,0.14,-0.06,--,--,
主营业务收入(万元),141983659,119932453,105410650,--,88057713,80002875,68104799,57151584,48283664,37041753,26037964,20209680,16830581,13320597,10460868,
主营业务利润(万元),14039039,12641994,9649905,--,7757672,6977292,5608876,4762350,3917300,2964483,2159235,1520125,1475694,943132,770489,
营业利润(万元),8379509,7166530,5969773,--,4708547,4221356,3820983,2938121,2515764,1879008,1270834,670473,943871,477191,284347,
投资收益(万元),421254,564631,441092,--,185514,232102,537384,299570,199239,155570,21372,32324,70144,108484,21369,
营业外收支净额(万元),-232724,12349,70189,--,61132,112254,58877,77973,73453,85031,17580,15677,21703,2412,8138,
利润总额(万元),8146785,7178879,6039961,--,4769679,4333610,3879860,3016093,2589217,1964039,1288414,686150,965573,479602,292484,
净利润(万元),4188140,3824132,3294180,--,2606190,2256997,2039851,1573524,1353697,923729,572980,274548,491697,241152,139544,
净利润(扣除非经常性损益后)(万元),4249155,3753558,3182417,--,2510820,2093350,1863255,1481855,1303319,865935,552187,244501,354135,190274,--,
经营活动产生的现金流量净额(万元),-3422008,1031129,-4345693,--,5460364,2490634,261883,239330,-768733,-164488,1341412,260362,-109418,173476,68784,
现金及现金等价物净增加额(万元),-2708239,4498937,-5762916,--,6402525,2818088,489813,2468822,418245,237179,4484976,835492,966544,236537,262242,
总资产(万元),203445193,186184030,155098331,139195328,107490490,91910622,78382110,65169417,50582925,39753912,29258416,20416777,16593908,11643747,9471432,
流动资产(万元),146150598,136200849,114015074,110994573,83246661,71737657,61653737,52198141,40940059,32515726,25212576,17492022,14201634,10105915,8110948,
总负债(万元),153261661,143257604,120925411,110095447,83612218,72219274,61925758,51214000,38739342,29427864,20425711,17345412,13991879,10356871,8626792,
流动负债(万元),114572768,106657445,88641269,79961792,61025098,54463851,46693253,38572959,29531144,22118356,16249981,13369649,11326028,8625007,7251791,
股东权益不含少数股东权益(万元),27719768,24396119,21475552,19049054,16797739,13901946,11803676,10185838,8910404,7720989,6940650,1538378,1280158,489334,256621,
净资产收益率加权(%),15.6,15.97,15.82,--,16,17.7,18.6,16.52,16.28,12.05,14.89,19.48,48.8,65.87,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
