报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),1,-0.24,0,0.05,0.02,0.06,0.05,0.17,0.32,0.38,0.22,0.43,1.02,--,0.6,0.46,
每股净资产(元),--,--,--,--,--,--,--,--,3.58,2.14,1.77,3.22,6.07,3.12,2.42,1.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.01,0.53,-0.04,0.09,0.56,0.74,0.23,0.36,
主营业务收入(万元),62885,43789,50805,48647,50728,64209,54112,45871,32068,29992,23989,18781,15151,11254,10118,7653,
主营业务利润(万元),24914,14431,20672,21740,19216,19730,16416,21335,18686,17600,12507,11440,9174,6375,5668,4959,
营业利润(万元),89561,-19449,842,3249,89,4279,2045,12498,11007,10156,5483,5886,5461,3397,2736,2712,
投资收益(万元),97142,7035,6690,8673,6804,4479,3536,3910,1568,275,90,61,19,77,--,12,
营业外收支净额(万元),-160,-10,-167,673,1035,1919,3245,2204,2006,1066,1247,901,--,231,556,300,
利润总额(万元),89401,-19458,676,3922,1124,6198,5290,14702,13014,11222,6730,6787,5835,3628,3291,3012,
净利润(万元),74323,-17903,152,4027,1726,4619,3905,12187,11324,9634,5577,5509,5451,3295,2863,2208,
净利润(扣除非经常性损益后)(万元),557,-25568,-3968,-833,931,3067,1490,10628,10138,8764,4546,4770,4641,2919,2739,2105,
经营活动产生的现金流量净额(万元),-2143,-7215,-1828,-1656,4205,2760,5765,8327,-186,13588,-989,1131,3572,3553,1116,1733,
现金及现金等价物净增加额(万元),8881,-9388,8285,-7893,3777,1137,-28418,-2353,26964,7920,-6384,-4827,20028,2666,29,1161,
总资产(万元),263403,215920,226263,213321,189002,173545,157555,177672,142151,77775,62521,57567,47911,20028,17379,14743,
流动资产(万元),186474,87981,91592,81531,74093,79147,66727,96837,91732,53821,43483,42597,42416,16307,14450,12559,
总负债(万元),63555,74815,59210,49636,25579,21373,13353,34692,8577,20589,14471,14202,8837,4911,4834,5251,
流动负债(万元),42491,67285,56181,46400,23487,19997,12723,33986,6790,16613,9791,9500,3963,2861,3957,4406,
股东权益不含少数股东权益(万元),201346,140421,164840,160940,160260,145126,141356,140996,132337,55071,45539,41306,38937,14993,11664,8513,
净资产收益率加权(%),41.91,-11.84,0.09,2.52,1.18,3.22,2.76,8.96,12.11,19.17,12.83,13.91,23.44,24.99,28.88,28.52,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
