报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.11,0.09,0.15,-2.57,0.09,-2.29,0.38,-0.76,0.26,0.31,0.13,1.23,1.27,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,8.99,7.84,7.56,6.85,6.19,5.22,5.05,4.03,3.82,3.27,3.23,2.99,2.64,2.01,1.93,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.2,2.06,2.08,1.79,1.93,1.36,1.8,1.4,1.16,0.82,0.86,0.64,0.5,0.26,--,--,--,--,
主营业务收入(万元),5397586,5297896,5597143,5263373,5026690,5449228,5589624,989304,1011662,714075,602783,770420,600531,443080,267584,185856,136654,97861,88555,76537,76766,63071,62574,60711,58311,44481,
主营业务利润(万元),666943,732705,606984,312111,683430,484033,690379,151460,194361,160735,104767,176286,147680,124542,110118,77721,45474,30774,24458,26593,33309,27650,24416,25692,22713,15169,
营业利润(万元),34702,46879,35942,-363907,2407,-274981,57966,-54165,24639,31649,-78,89262,88990,75582,75072,54692,24641,17773,14494,20232,28467,27684,24439,22993,22713,15169,
投资收益(万元),9716,11505,69664,-33765,37909,4321,170091,812,878,448,92,292,2309,1441,2637,-379,-280,-599,652,18,2352,3306,409,0,0,0,
营业外收支净额(万元),6133,4634,6222,18162,24330,11970,35384,2455,2068,5366,3075,1107,-185,-1284,-668,-105,-52,13,6,-40,-356,0,0,--,0,0,
利润总额(万元),40835,51512,42163,-345745,26737,-263011,93350,-51711,26707,37015,2997,90369,88805,75774,79055,56857,24384,18736,18295,20210,30463,30941,24868,22989,22706,18469,
净利润(万元),15190,12277,20186,-335949,10119,-258347,59271,-52767,16875,18187,7733,65720,68281,58586,67025,47881,20007,15305,15455,16490,26000,26562,21138,20804,17390,15381,
净利润(扣除非经常性损益后)(万元),-12442,-15048,-90408,-350085,-47280,-270124,-146263,-54532,15461,15751,5798,65405,68503,57877,64661,47839,20592,13853,12355,16490,26000,--,--,--,--,--,
经营活动产生的现金流量净额(万元),417874,319219,273840,184100,282144,-40283,-243443,127261,13689,121274,122806,96131,103534,72805,95200,70343,42690,30166,31814,23443,28545,14697,--,--,--,--,
现金及现金等价物净增加额(万元),-79182,105035,8275,37138,-187742,-68790,-88698,-61983,-32089,-8869,64141,64423,54063,-45217,-7091,39887,54043,8914,-1779,-22751,19302,-15178,--,--,--,--,
总资产(万元),5999528,6782083,6355664,6772435,6707703,6850914,6566862,2709313,2707135,2443293,1950397,1765621,1282832,867818,629072,457039,337349,242047,191565,155624,173498,145102,121744,55360,19415,18975,
流动资产(万元),2979525,3711434,3121775,3119563,3062364,3161778,2977952,625272,713504,567950,532804,496785,337204,206764,214150,211042,130169,--,0,0,0,81760,80832,12345,15797,10164,
总负债(万元),5347259,6155881,5852612,6263145,6007253,6172651,5598093,2016387,1867699,1735102,1339949,1222479,790695,469741,306844,212033,182899,111709,67794,44239,22417,30908,11952,9314,6968,6754,
流动负债(万元),4732064,5518441,4989396,5399167,5041754,4820443,4242794,1014502,875321,739472,349175,538104,324070,184842,142034,97978,68548,--,0,0,0,30911,11952,9314,6968,6754,
股东权益不含少数股东权益(万元),437813,437696,364075,388411,563427,552934,821389,520421,623714,462434,446067,367397,332057,279949,267178,203380,140546,120436,119070,110164,150274,114194,109792,46046,12447,12221,
净资产收益率加权(%),3.64,3.17,4.95,-62.1,1.81,-37.6,4.98,-9.09,2.97,4.01,1.8,18.4,22.08,21.97,28.25,28.53,14.53,12.08,13.63,10.72,0,23.26,--,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
