报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.07,-0.19,0.02,0.1,0.32,0.17,0.05,0.04,0.1,0.14,0.27,-0.43,0.45,0.2,-0.3,-0.02,
每股净资产(元),--,--,--,--,--,--,1.32,--,1.41,1.3,1.19,0.92,1.35,--,--,0.35,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.25,--,-0.74,0.11,1.38,-0.97,1.44,--,--,--,
主营业务收入(万元),177698,39252,129690,180397,274337,135916,48642,52580,66562,67495,83541,-38716,105201,23137,2291,1531,
主营业务利润(万元),58296,-168705,21495,75849,144178,75125,10680,9846,20141,24413,40520,-66653,74974,13189,-18934,-925,
营业利润(万元),58296,-168705,21495,75849,144178,75125,10680,9846,20141,24413,40520,-66653,74974,12861,-20051,-1623,
投资收益(万元),68692,39369,55038,60933,131144,47524,12248,13084,13566,6507,-18074,-39919,49823,7336,-414,-193,
营业外收支净额(万元),4516,1646,-962,439,685,-54,-51,97,398,19,32,-140,-30,331,-0,-0,
利润总额(万元),62812,-167058,20533,76288,144863,75071,10629,9942,20539,24432,40552,-66793,74944,13192,-20051,-1623,
净利润(万元),46290,-132226,11628,66772,113306,54332,7460,7049,15668,20377,40535,-64525,60920,13192,-20051,-1623,
净利润(扣除非经常性损益后)(万元),42191,-133307,12322,66453,112792,54373,7548,6977,15376,20363,40503,-64385,60945,--,--,--,
经营活动产生的现金流量净额(万元),469926,247638,60104,-402553,-800642,-121362,-40824,-73548,-111839,15825,207856,-145312,216171,61290,-37716,34862,
现金及现金等价物净增加额(万元),217478,-86382,-189158,79203,217295,305663,-46267,-91178,-113565,11654,206780,-148525,287804,65406,-40918,93016,
总资产(万元),3072772,4239700,4704249,4036470,3409216,1418977,462990,448011,494049,585558,595947,349285,493325,146144,78962,100994,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,
总负债(万元),2028425,3179366,3496250,2777044,2611845,700707,244654,234513,282491,389669,417428,211300,290816,88127,34136,36117,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,
股东权益不含少数股东权益(万元),1034555,1029017,1173011,1181718,740242,640211,218336,213498,211558,195890,178519,137984,202509,58018,44825,64877,
净资产收益率加权(%),4.57,-11.99,0.99,5.87,16.57,11.08,3.45,3.31,7.69,10.9,25.61,-37.9,38.96,25.66,-36.56,-2.47,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
