报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.32,1.24,0.8,0.96,0.52,0.51,1.12,
每股净资产(元),--,8.41,7.17,6.37,5.5,4.98,4.48,
每股经营活动产生的现金流量净额(元),--,1.27,0.86,--,0.8,-0.79,-0.14,
主营业务收入(万元),34921,32603,27632,21550,15970,21141,20748,
主营业务利润(万元),16141,15282,11593,10211,7509,7290,10597,
营业利润(万元),8332,7813,5039,5617,3002,2897,6720,
投资收益(万元),77,71,52,82,68,74,58,
营业外收支净额(万元),39,-81,-43,323,205,240,240,
利润总额(万元),8371,7733,4996,5940,3207,3137,6960,
净利润(万元),6941,6534,4188,5020,2704,2654,5882,
净利润(扣除非经常性损益后)(万元),6464,6422,4005,4746,2531,2451,5680,
经营活动产生的现金流量净额(万元),3627,6688,4519,5539,4216,-4156,-746,
现金及现金等价物净增加额(万元),3498,1429,466,2160,3674,-4104,-2371,
总资产(万元),61267,56565,52555,47660,37440,33414,27993,
流动资产(万元),39091,36976,37256,34173,24955,22577,19543,
总负债(万元),9526,12312,14927,14215,8573,7256,4485,
流动负债(万元),9359,12070,14701,14016,8199,6804,4011,
股东权益不含少数股东权益(万元),51207,44159,37642,33445,28867,26158,23508,
净资产收益率加权(%),14.56,15.97,11.78,16.11,9.83,10.69,28.6,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
