报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.05,0.08,0.03,0.02,0.02,0.02,0.06,0.02,0.04,-0.63,0.03,0.02,-0.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.59,3.56,4.16,4.14,4.12,5.35,5.74,5.8,5.84,5.72,5.65,5.69,5.02,6.06,5.08,4.91,4.06,4.38,2.14,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.02,-0.25,0.27,0.31,-0.17,-0.35,0.27,0.34,-0.05,-0.42,0.47,0.48,0.11,0.51,--,--,--,--,--,--,--,--,
主营业务收入(万元),19832,65977,81859,18647,25877,47457,96726,74792,95633,104264,83276,94055,197539,222015,322394,322584,321661,174089,176223,182498,194737,191431,167215,196894,179710,155497,--,70915,26369,9487,
主营业务利润(万元),7025,14680,16018,-1280,5269,14046,25998,17873,18221,9711,13955,6902,37224,47339,51474,54077,59641,36432,41291,49929,51086,48111,25991,25315,23673,22361,--,0,0,0,
营业利润(万元),3473,4325,172,-6282,-5338,-1624,1700,-2208,-299,-42997,-14827,-18514,-43931,-19272,-778,3759,10940,17065,29253,30864,31280,31190,26453,25646,23903,0,--,11108,5170,1038,
投资收益(万元),5618,7971,10424,9098,6721,5896,4595,1970,3585,-437,6799,-1852,-778,-814,-1663,-1925,-2002,-1680,-183,291,278,1325,2966,3260,712,3,--,0,0,0,
营业外收支净额(万元),-122,-117,-198,5537,6387,1268,2456,2918,1969,-230,14710,15231,--,-277,24,-173,-69,-485,-96,607,-134,0,0,0,0,-185,--,--,--,--,
利润总额(万元),3351,4208,-25,-745,1049,-356,4155,710,1670,-43227,-117,-3283,-44886,-20363,-2417,1660,8869,14900,28974,31763,31424,35453,28902,28506,24514,22241,--,11010,5219,1052,
净利润(万元),2696,4083,1764,1209,1119,1108,3079,1198,1837,-32872,1376,1208,-31524,-19899,-2595,796,6149,12040,23097,26652,26494,27529,25129,25440,21634,19572,--,9684,4593,1052,
净利润(扣除非经常性损益后)(万元),2548,3265,967,-2855,-3513,365,2269,-549,1715,-32906,-19644,-23260,-30825,-19573,-2593,781,6208,12548,23114,25427,26290,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),5901,-12113,35322,-3691,-13493,4145,8514,-4056,-1091,-13076,13773,15939,-8770,-18048,13926,17546,-2721,-21763,24621,14799,3404,11944,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-2083,-6171,48807,3392,-279,42,-1870,-6858,1334,-9327,8093,4617,-1997,-19665,-7178,7637,-11161,-38179,42889,-6670,-5676,3315,--,--,--,--,--,--,--,--,
总资产(万元),209927,224610,250118,228339,245007,257454,261586,277759,274592,240984,266402,286033,392456,455005,488331,460621,453651,360813,410181,256100,232372,194336,136685,128382,102491,86538,54634,33470,19355,7118,
流动资产(万元),94950,109784,124695,97849,108124,121245,129580,142492,139992,122834,121649,174783,281835,303878,325330,316582,305261,--,0,--,128069,89859,81911,77609,62239,63348,44825,28275,14832,4511,
总负债(万元),23728,39950,65142,40295,55638,68433,70449,89093,86145,53643,41297,52765,152302,141406,153901,138737,129078,41916,93866,73492,72638,49597,56212,63534,53764,34005,35346,21237,12644,4820,
流动负债(万元),22430,29419,54488,39518,42938,57210,56698,73883,70885,53133,41297,52765,152302,141406,153901,138737,129078,--,0,--,72058,49231,56007,63339,53647,33587,34728,18273,11644,3225,
股东权益不含少数股东权益(万元),200816,198265,195194,193406,192197,191078,190905,187826,186628,184790,216100,215244,214263,277926,298214,301328,303272,296981,293443,174185,153660,142756,80473,64848,48727,52533,19287,12233,6710,2298,
净资产收益率加权(%),1.35,2.08,0.91,0.63,0.58,0.58,1.63,0.64,0.99,-16.34,0.64,0.56,-11.88,-6.9,-0.86,0.26,2.03,4.1,10.39,0,0,24.44,--,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
