报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.22,0.12,0.11,0.03,0.17,0.43,0.82,0.69,0.45,0.02,0.08,0.12,0.08,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.7,2.25,2.26,3.38,2.1,1.97,2.16,2.12,3.31,1.85,1.57,1.46,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.18,-0.37,-0.3,-0.53,0.19,-0.37,0.16,0.75,0.17,0.17,0.4,--,
主营业务收入(万元),325688,217478,160233,153749,153168,115360,127925,107165,95078,82094,53369,56064,51798,26682,19042,31357,21062,6259,6149,5069,
主营业务利润(万元),35037,23231,21497,17152,18724,14001,9130,12591,16448,12511,7444,7622,8239,6471,6348,9470,6649,2288,3320,2662,
营业利润(万元),19606,10133,8359,2850,13565,17451,24437,24070,14738,131,2216,2520,24,-3395,-4234,202,4764,2117,1697,1312,
投资收益(万元),21931,27096,14935,8894,20583,24466,35712,40863,32822,11216,6933,5905,1923,306,5184,-366,-7,0,0,--,
营业外收支净额(万元),-173,-296,464,2770,2633,1083,5052,566,1243,407,1143,714,2021,-423,-62,-76,-380,0,0,-9,
利润总额(万元),19433,9836,8823,5620,16198,18535,29489,24637,15981,538,3359,3234,2045,-3248,1301,179,4539,2301,2056,1403,
净利润(万元),16969,9461,8507,2646,13114,16184,29716,24917,16289,593,2746,2875,1385,-3211,579,1275,3174,2301,2056,1403,
净利润(扣除非经常性损益后)(万元),14414,6783,7129,178,10593,14206,20668,24436,17216,1596,1725,2207,-747,-3461,-4971,1180,3365,0,0,--,
经营活动产生的现金流量净额(万元),122912,-18112,-87250,-19269,-14096,-50148,1818,14930,6363,-13554,-10910,-12915,3406,-6655,2866,13547,2056,1321,3188,--,
现金及现金等价物净增加额(万元),-10390,37279,28021,-114,2114,1393,-6419,7230,4435,3148,11027,5671,-6485,-1495,-22041,17417,16573,1522,-273,--,
总资产(万元),500058,621282,504566,373283,378593,365555,273510,281628,273624,229615,177234,144132,114312,101215,95116,111645,61471,24596,20689,19065,
流动资产(万元),308738,413189,291712,162825,150760,166526,108616,114591,119681,111481,74949,68012,54793,44475,37356,56655,35518,0,--,5275,
总负债(万元),249574,383928,273963,161570,163818,161202,133160,162951,173601,144771,92042,59355,75445,61076,50942,69035,19386,9724,8118,7381,
流动负债(万元),244799,372597,227510,137600,157334,154940,124528,135133,135707,103424,55650,53345,71885,52469,44706,56754,16364,0,--,7381,
股东权益不含少数股东权益(万元),217210,202375,195885,188951,192211,187492,138746,117287,97801,81512,81839,81605,37830,35405,38828,38115,39657,14872,12571,11684,
净资产收益率加权(%),8.15,4.75,4.42,1.4,6.92,11.34,23.21,22.6,18.17,0.72,3.37,4.55,3.73,-8.65,1.51,2.19,11.64,16.77,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
