报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.09,0.12,0.05,0.07,0.06,0.06,-0.26,0.04,0.06,0.06,-0.2,0.06,0.03,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.02,1.97,1.91,1.31,1.25,1.2,1.15,1.23,1.44,1.09,1.06,1.04,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0,-0.21,0.06,-0.06,0.12,0.08,0.22,0.07,0.03,0.34,0,0.17,
主营业务收入(万元),815071,745584,612118,585388,454987,450248,378773,355296,307025,257227,237959,141363,110226,99364,96026,100862,130703,111637,100707,71539,
主营业务利润(万元),263617,241768,176197,173361,136745,110879,79475,78854,64427,40718,51006,28228,20624,20977,20127,20174,28197,28395,23296,17083,
营业利润(万元),26947,23732,10273,2219,6678,-29508,-29387,-5821,-9948,6582,-11039,2696,1365,-1677,-8929,-10116,1438,5199,4110,4276,
投资收益(万元),22604,23747,21923,9177,6667,-3162,4905,8954,10832,33168,7792,5241,3479,1276,117,-2774,-1566,2064,2208,326,
营业外收支净额(万元),697,-298,-888,12916,1990,31697,1445,7142,12165,486,-2782,737,--,1270,2125,536,2605,0,0,0,
利润总额(万元),27644,23433,9385,15134,8668,2189,-27941,1321,2218,7068,-13820,3433,1606,1002,-6183,-12355,2667,7417,6881,6564,
净利润(万元),13434,18035,7602,10542,7873,5328,-22654,3280,4872,5146,-12878,4076,2177,1478,-6197,-12583,1282,6071,5882,5785,
净利润(扣除非经常性损益后)(万元),4997,12421,-1168,-7800,-569,-26365,-24107,-3624,-4457,-13213,-10091,2962,1902,-413,-8971,-14487,-2375,0,0,0,
经营活动产生的现金流量净额(万元),36591,87092,-2413,37488,43080,6954,-2720,19892,321,-18722,5490,-3597,7927,5237,13967,4449,2007,16530,0,0,
现金及现金等价物净增加额(万元),-9679,14024,-7864,-226957,344843,11979,-16129,-13345,2827,846,33728,1990,1257,-3869,1977,288,2601,-1056,0,0,
总资产(万元),1338778,1347543,762898,761793,758624,417999,351672,364564,347212,277990,254227,140388,122973,114746,123595,132764,157844,148672,121132,109643,
流动资产(万元),355247,378621,372377,385250,472004,167528,96690,95592,127731,100589,94560,55534,40716,40043,47508,44169,65644,63749,49005,54658,
总负债(万元),735396,751271,258200,266499,181085,247327,184656,168858,167639,100799,81338,53185,38668,32766,44906,50802,61871,93430,66946,59453,
流动负债(万元),288566,292683,194354,195404,119469,176042,130514,118578,126004,93196,74035,47812,36303,30552,42832,41919,45690,64156,45004,48320,
股东权益不含少数股东权益(万元),501631,496576,481559,473659,560498,156463,157760,180448,179029,174189,168988,83112,79232,76359,73033,78419,91691,53035,51214,48512,
净资产收益率加权(%),2.69,3.69,1.59,1.93,1.6,3.45,-13.4,1.83,2.76,2.99,-15.17,5.01,--,2,-8.23,-14.82,2,10.67,11.19,11.68,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
