报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.32,0.35,0.31,0.57,0.56,0.41,0.39,0.38,0.54,
每股净资产(元),--,--,--,--,3.64,3.25,2.91,2.57,2.18,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.55,0.19,0.19,0.26,-0.1,
主营业务收入(万元),45511,42304,36336,31353,27698,27497,24342,21843,19523,
主营业务利润(万元),14346,12177,10866,10731,9152,8845,7676,6993,6711,
营业利润(万元),4546,4511,4123,3751,3523,2750,2552,2641,2473,
投资收益(万元),-62,205,259,--,--,--,--,--,--,
营业外收支净额(万元),44,402,100,298,545,197,361,47,100,
利润总额(万元),4590,4913,4223,4049,4068,2947,2913,2688,2573,
净利润(万元),3784,4214,3685,3416,3330,2441,2356,2310,2168,
净利润(扣除非经常性损益后)(万元),3661,3570,3131,3165,2867,2281,2053,2271,2262,
经营活动产生的现金流量净额(万元),1431,1393,2006,4102,3315,1119,1160,1579,-629,
现金及现金等价物净增加额(万元),-902,-713,-13135,15721,750,-344,-591,-187,1568,
总资产(万元),70905,53626,50564,48305,28510,27950,25954,24385,23135,
流动资产(万元),49945,36295,39049,39767,22205,22114,20684,19515,19467,
总负债(万元),24563,9858,9810,10458,6644,8424,8489,8976,10036,
流动负债(万元),24113,9367,9297,9938,6621,8398,8459,8976,8536,
股东权益不含少数股东权益(万元),46342,43768,40754,37847,21867,19526,17466,15409,13100,
净资产收益率加权(%),8.4,9.97,9.38,14.8,15.72,13.23,14.36,16.2,20.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
