报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),-0.75,-0.89,0.17,0.26,0.66,0.46,0.74,0.77,0.69,0.59,0.53,
每股净资产(元),--,--,--,--,--,--,--,3.37,2.61,1.75,1.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.89,0.94,0.42,0.42,
主营业务收入(万元),67057,60021,57958,55980,51814,32136,38765,40319,34721,31380,30385,
主营业务利润(万元),20621,21226,24167,24386,23595,12702,14845,15177,13465,11948,10960,
营业利润(万元),-7255,-15427,2388,2648,7249,4404,5734,6563,5459,4974,4931,
投资收益(万元),673,1066,805,874,1125,561,--,--,--,--,--,
营业外收支净额(万元),-27,15,-101,573,1140,242,683,158,441,118,-292,
利润总额(万元),-7282,-15412,2287,3221,8389,4646,6417,6721,5900,5092,4638,
净利润(万元),-6946,-15413,1884,2811,7125,4143,5775,6009,5332,4404,3961,
净利润(扣除非经常性损益后)(万元),-7227,-16408,1166,1621,6270,3936,5153,5865,4930,4306,4191,
经营活动产生的现金流量净额(万元),9651,1454,4846,3815,15460,3739,2546,7002,7380,3136,3145,
现金及现金等价物净增加额(万元),6762,-15411,-6134,-21090,48705,9697,1548,4794,2214,3296,770,
总资产(万元),122554,131784,142526,136429,143965,79104,48346,42600,38299,32153,26791,
流动资产(万元),64795,55436,73509,69378,91215,58507,30618,23624,17937,13753,7162,
总负债(万元),40365,32594,27331,22221,31742,14256,16084,16113,17822,19005,15797,
流动负债(万元),38334,31852,26464,21244,30624,14256,15950,16009,17718,19001,15793,
股东权益不含少数股东权益(万元),82091,98951,114897,114208,112223,64849,32262,26487,20478,13148,10993,
净资产收益率加权(%),-7.76,-14.37,1.76,2.49,7.38,6.75,19.66,25.59,31.71,33.86,34.41,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
