报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.23,1.13,0.45,0.59,0.19,-0.24,-0.45,
每股净资产(元),4.56,4.39,2.41,1.94,1.57,-0.3,-0.06,
每股经营活动产生的现金流量净额(元),-0.71,--,--,--,--,-0.03,-0.69,
主营业务收入(万元),34346,18123,9548,9587,4465,2007,71,
主营业务利润(万元),11860,7043,3018,3583,1640,488,-14,
营业利润(万元),7756,3818,1113,1671,257,-287,-640,
投资收益(万元),51,39,--,--,--,--,--,
营业外收支净额(万元),-4,1,101,127,53,49,186,
利润总额(万元),7752,3818,1214,1798,311,-238,-454,
净利润(万元),6415,3274,1199,1543,240,-238,-454,
净利润(扣除非经常性损益后)(万元),5915,3153,1061,1434,195,-287,-640,
经营活动产生的现金流量净额(万元),-3869,11214,2146,249,-1879,-26,-687,
现金及现金等价物净增加额(万元),3732,8322,1036,1016,102,-285,-415,
总资产(万元),41593,31782,12396,10471,6109,2862,3599,
流动资产(万元),38128,27437,10402,8487,4691,1329,1974,
总负债(万元),16836,18743,5930,5261,3436,3159,3658,
流动负债(万元),16505,18356,5930,5049,3436,3159,3658,
股东权益不含少数股东权益(万元),24758,13039,6466,5210,2673,-297,-59,
净资产收益率加权(%),35,30.96,20.56,39.98,27.46,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
