报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.02,0.07,0.02,0.13,0.21,0.18,0.31,-0.14,0.76,0.71,0.02,-0.47,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.59,3.47,0.63,0.63,1.17,1.22,1.15,1.06,1.01,1.05,1.73,1.89,1.82,1.89,1.95,1.9,1.24,1.31,1,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.19,0.04,-0.28,0.21,0.07,0.09,0.18,0.09,0,0.15,0.01,0.03,0.01,-0.04,--,--,--,--,--,--,--,
主营业务收入(万元),1715539,1751156,1726024,1224276,1171100,1135176,1157436,988029,1099540,945997,21207,20778,17620,16360,14962,14077,11549,9369,11815,12388,11268,10783,9404,10005,9396,8127,8868,8226,6958,
主营业务利润(万元),285864,262500,214919,206490,222307,184154,188708,164041,176488,157954,7988,6316,4782,4581,4904,6096,4160,2609,3999,4189,3655,3268,-145,516,597,532,450,457,351,
营业利润(万元),21248,25850,5394,26056,44368,14917,11938,-17495,35370,30361,-2579,-3185,706,989,1132,896,-739,-7306,-171,919,541,-29,-145,516,599,0,454,459,354,
投资收益(万元),-699,716,2615,-334,13533,1073,1951,-40986,-1,38,2,54,664,-432,-215,-158,7,-436,130,190,112,-208,795,2502,3200,477,29,0,0,
营业外收支净额(万元),-675,1334,2443,9643,10507,9002,23616,5541,4812,6491,3799,-2424,--,20,-75,41,2,-381,28,-5,-59,0,0,0,0,6,--,--,--,
利润总额(万元),20573,27184,7837,35699,54875,23920,35554,-11954,40182,36852,1221,-5609,756,577,843,2079,-730,-8114,-7,1104,593,-256,615,2983,3851,1030,427,388,306,
净利润(万元),4490,15178,5108,28672,42228,18271,30289,-14212,33022,30245,228,-5645,654,557,945,1748,-725,-8068,177,940,595,-287,537,2588,3350,899,254,235,181,
净利润(扣除非经常性损益后)(万元),584,6907,2189,26978,26844,13015,11760,20297,31492,7277,-2746,-3279,-18,340,603,449,-727,-7687,-48,945,654,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),192796,51235,-59921,-21588,138151,67152,51175,113979,-9182,1856,-3328,2505,858,1023,2128,1046,678,1745,167,400,151,-474,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),1272,-69848,46234,5435,-15430,1851,-21541,-104085,157306,-3311,0,951,986,-79,-3405,3757,42,-872,352,-3016,-793,-929,--,--,--,--,--,--,--,
总资产(万元),1767323,1837023,1886550,1361036,1316242,1224307,995588,920063,1085996,829496,30569,27574,31797,34515,33050,36950,36259,33996,42168,37917,35287,34031,34341,31865,27617,9605,6185,5431,4575,
流动资产(万元),1130461,1182687,1272593,901484,856776,877459,722452,747950,983152,730954,21111,16869,18883,19747,17259,21110,19271,--,0,0,0,24400,24537,26997,22033,7298,4436,4087,3358,
总负债(万元),1266265,1338969,1285703,772829,880634,893989,685266,618903,759693,680903,22919,19823,17594,19726,19126,24019,23911,21157,21212,14990,13131,11166,10793,10055,7418,3705,4327,3767,3002,
流动负债(万元),1085323,1115201,973968,558572,794166,799245,656335,594815,734774,659044,22909,18813,17584,17716,19116,24019,23911,--,0,0,0,7026,10682,9955,7230,3665,4174,3436,2762,
股东权益不含少数股东权益(万元),489825,485689,558708,562699,415851,311413,303042,292554,326174,148462,7514,7588,14038,14625,13766,12721,12167,12639,20706,22725,21785,22667,23345,22808,20200,5900,1858,1664,1572,
净资产收益率加权(%),0.92,2.94,0.91,5.86,12.8,5.95,10.17,-4.54,18.65,22.68,2.19,-54.23,4.68,3.97,7.16,14.76,-6,-48.39,0.86,4.22,0,-1.27,--,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
