报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.42,0.26,0.34,0.27,0.3,0.23,0.27,0.21,0.32,0.43,0.32,0.32,0.29,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.45,3.21,2.86,2.67,2.51,2.34,2.29,2.26,1.82,1.64,1.63,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.63,0.8,0.46,0.42,0.37,0.41,0.37,0.18,0.33,0.32,0,
主营业务收入(万元),294956,307040,268844,127260,123065,113024,101087,95424,94987,96679,77152,71706,72589,62113,51453,38977,29590,25388,22359,
主营业务利润(万元),120253,107317,100862,80328,74212,67766,60505,56161,55224,58184,45099,44384,46588,42640,16458,19087,19060,16589,14372,
营业利润(万元),111917,63342,74940,53247,43821,43822,38342,31223,41779,52952,40294,40202,40368,38743,15131,18110,17727,14866,12435,
投资收益(万元),4990,191,6211,--,-245,8820,-32,3,--,--,--,--,--,0,0,0,0,0,41,
营业外收支净额(万元),242,20,-23,357,642,141,55,54,80,264,77,231,-4,318,-1433,-646,-132,0,0,
利润总额(万元),112159,63363,74917,53604,44463,43963,38397,31276,41859,53215,40371,40432,40363,39061,13698,17464,17595,14825,12420,
净利润(万元),71683,44440,57570,39046,42965,28385,25533,19535,29553,39985,29910,30172,26796,25900,9123,11572,11725,9658,8335,
净利润(扣除非经常性损益后)(万元),13584,35380,50995,38778,42486,21629,25511,19492,29493,39787,29853,29666,26799,25687,636,12001,0,0,0,
经营活动产生的现金流量净额(万元),119001,60241,83385,87151,68928,70796,62980,66114,58462,74442,43147,38881,34445,38193,34138,16830,21199,20718,0,
现金及现金等价物净增加额(万元),4437,26170,10945,15449,-17901,-17102,-99213,88356,14315,22506,17555,12579,-4995,-2697,-9398,3534,3378,10616,0,
总资产(万元),1353611,1089740,1063482,888681,890341,901303,1310089,1180873,953488,601189,374119,297854,294156,309130,312210,229718,141917,138848,129353,
流动资产(万元),262767,203702,139994,56137,39101,55503,135812,218882,125268,111020,59374,23021,9807,15774,18348,26351,22787,19291,8650,
总负债(万元),689920,466484,460806,454189,481464,526570,915809,805607,596760,283636,107582,49124,60696,91491,98603,19229,23508,32164,23221,
流动负债(万元),336464,237022,168859,108091,84475,153076,296148,180044,193052,133636,97582,49124,60696,81491,88603,9629,13908,21133,17290,
股东权益不含少数股东权益(万元),662981,622199,601250,432687,406722,372234,352234,333222,321141,299041,266509,248710,233444,217609,213557,210490,118410,106684,106132,
净资产收益率加权(%),10.88,7.26,10.31,9.3,11.07,7.84,7.44,5.96,9.55,14.17,11.66,12.58,11.83,12.22,5.48,7.04,10.42,9.14,7.94,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
