报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.28,0.08,0.37,0.36,0.01,0.06,0.04,0.03,0.74,0.8,0.46,0.35,
每股净资产(元),--,--,--,--,--,5.33,5.28,5.24,10.52,2.61,1.81,1.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.01,0.02,-0.13,0.92,1.04,0.5,0.41,
主营业务收入(万元),421020,89584,99516,72410,29459,17276,15802,13115,16019,14264,8915,7006,
主营业务利润(万元),191298,30023,34032,29266,12331,9571,9040,7875,11576,10500,6003,4767,
营业利润(万元),12902,1553,11342,10420,-651,24,235,-351,5137,4703,2494,1948,
投资收益(万元),-370,65,134,53,16,-3,7,14,-4,20,44,21,
营业外收支净额(万元),246,-188,143,945,757,1173,841,769,1325,1176,875,506,
利润总额(万元),13148,1365,11485,11366,106,1197,1075,419,6461,5879,3370,2454,
净利润(万元),10973,2414,10835,9738,176,1031,688,487,5395,4803,2782,2090,
净利润(扣除非经常性损益后)(万元),10228,2043,6749,9497,-157,417,178,75,5036,4454,2289,2006,
经营活动产生的现金流量净额(万元),13520,-4466,7532,1699,1249,139,251,-2070,7338,6233,2994,2439,
现金及现金等价物净增加额(万元),-10141,-7670,5395,-1521,-16683,-2535,-6963,-1427,63242,3611,1473,-376,
总资产(万元),557706,266022,271368,245157,100495,91907,92320,96397,93523,25567,20046,14170,
流动资产(万元),341518,144592,152836,123462,63199,71537,71803,77013,76541,10455,5302,6401,
总负债(万元),152148,67085,61795,43619,7782,4785,5679,11142,8490,9204,8771,6041,
流动负债(万元),118030,66415,60788,42868,7588,4642,5223,10588,8046,8662,8524,4041,
股东权益不含少数股东权益(万元),404951,198632,208539,199969,90749,85253,84542,83841,84153,15648,10845,8069,
净资产收益率加权(%),3.13,1.18,5.3,6.33,0.2,1.21,0.82,0.58,8.93,36.26,29.41,29.76,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
