报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.52,0.39,0.55,0.46,0.37,0.61,1.04,0.94,0.58,0.71,0.48,0.61,1.01,0.48,1.58,
每股净资产(元),--,--,--,--,--,--,--,--,3.63,3.18,2.52,2.78,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-3.63,0.15,-0.07,-1.73,-2.32,0.89,3.6,
主营业务收入(万元),2495450,2111547,1377370,1945225,1261756,1175857,1038192,641112,356537,621808,283361,232591,263066,134994,94321,
主营业务利润(万元),691998,642308,305315,344460,278014,170589,214634,209000,140374,226946,100369,91639,82047,34982,17749,
营业利润(万元),541870,424615,294486,283004,206643,116206,199431,169037,105125,193951,84318,78665,69878,28902,13722,
投资收益(万元),30414,-10543,58192,7650,87,78,27753,14,408,27,--,148,-14,-13,11,
营业外收支净额(万元),-1540,-466,-1828,-1426,522,-78,-2368,-515,242,336,-738,2377,--,1520,736,
利润总额(万元),540330,424149,292658,281577,207164,116128,197063,168522,105367,194286,83580,81042,71390,30422,14458,
净利润(万元),163122,121702,171141,139881,100286,82904,141012,126597,78399,96621,64367,60427,45600,20358,9462,
净利润(扣除非经常性损益后)(万元),160273,121870,127270,134063,99215,81931,121260,126495,77883,94906,64742,57678,0,--,--,
经营活动产生的现金流量净额(万元),262112,-1394019,342986,1313114,804861,-131704,40537,451286,-491240,19861,-9907,-180277,-106904,37238,21615,
现金及现金等价物净增加额(万元),483389,-239067,58593,541772,169816,-16066,47881,44216,-278918,223767,50985,71998,250,10946,-7246,
总资产(万元),12962535,8755226,6024433,4954483,4223022,3824577,3956482,3836342,3479845,2969990,1901091,1393419,816902,512619,352874,
流动资产(万元),11965385,8066586,5311523,4404538,3889097,3614258,3760074,3650364,3341301,2857478,1842430,1344246,744842,473064,319962,
总负债(万元),10721321,6823786,4388385,3381191,3129486,2903544,3107668,3067731,2804595,2371570,1481497,1047953,685555,461924,319948,
流动负债(万元),8514382,4695278,3581311,2716515,2509260,2449539,2587376,2424895,2223935,1830096,1072329,844647,487555,429924,259948,
股东权益不含少数股东权益(万元),1656737,1526108,1427869,1279454,876479,796076,728043,600100,491201,430154,340293,288614,111449,46249,31491,
净资产收益率加权(%),10.22,8.26,12.64,12.21,12.02,10.91,21.3,23.05,16.93,25.16,20.61,28.75,54.45,50.49,35.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
