报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),1.24,1.55,1.17,0.89,1.43,1.38,1.5,1.46,1.37,0.95,0.98,0.88,0.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,11.59,8.42,7.2,5.22,7.83,4.49,4.04,4.02,3.93,3.9,3.88,3.95,4.32,4.36,5.09,4.75,4.93,4.98,2.87,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,3.61,3.81,2.97,2.11,1.99,1.81,1.27,1.43,0.9,0.78,0.21,0.47,0.08,0.11,--,--,--,--,--,--,--,--,
主营业务收入(万元),2678884,2671116,2608522,1779512,1732763,1827710,1978985,1826437,1676109,1394623,1109882,1017404,893601,638609,500893,411923,318081,332564,310459,227236,139181,161541,167220,163349,162061,146155,111595,78850,66364,57273,
主营业务利润(万元),528668,537800,513873,360679,353748,361173,370249,333976,294350,239895,195095,183328,159351,110825,86898,63304,55458,54415,51404,35911,22842,25146,10845,7908,10554,12682,7574,5952,4769,4123,
营业利润(万元),152805,162887,133544,78858,105955,95620,97196,90634,84051,65300,51859,55041,52368,20687,9845,7321,5361,5832,3265,2512,1250,5838,11305,8437,11129,0,7641,6050,4924,4339,
投资收益(万元),4450,610,-1818,-258,18270,16820,8593,-1088,-188,-254,3230,-217,857,14095,-1203,-188,604,27,3098,-307,-679,-365,6614,4346,1374,566,79,1,32,23,
营业外收支净额(万元),-8317,7398,793,5996,-12381,-2725,1045,1017,1101,-3943,490,-4026,-7969,-555,-247,510,770,-25,-267,560,-201,--,-4,0,0,-1351,--,--,--,--,
利润总额(万元),144488,170285,134336,84853,93573,92896,98241,91651,85152,61357,52349,51014,44398,34438,8454,7643,6736,5834,6096,2765,370,5386,17915,12843,12496,12193,7094,5593,4640,4086,
净利润(万元),96134,120143,90982,57483,66125,63608,69408,67329,58263,37603,38433,34404,26624,19261,2695,1338,1269,2476,2441,3050,398,4206,15230,9713,8400,8181,3349,3234,2656,1195,
净利润(扣除非经常性损益后)(万元),91996,106537,75016,35088,56706,48846,58914,66351,57373,40779,35447,38451,29014,8923,2665,639,-761,2629,2620,2491,599,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),134354,152197,205766,98031,65044,17327,92499,173938,167231,159198,116785,82800,78177,71267,49785,56320,35208,30463,8232,18508,3027,4089,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),127615,91870,-269062,217553,-12401,10307,-108580,175327,225631,108859,74733,-49439,35395,358,10124,14195,36980,19069,15071,-11482,25760,-31609,--,--,--,--,--,--,--,--,
总资产(万元),2410630,2170488,2018930,1778790,1395359,1374937,1404014,1452270,1084223,831352,741331,618674,650157,423871,358787,335126,334455,304946,299940,291661,279711,248199,234734,169047,124273,94583,49584,33033,11913,10509,
流动资产(万元),1108001,881705,805990,1018539,736315,701406,678799,825424,610073,366471,254237,176511,225509,198153,210046,184494,199047,--,--,--,162102,139451,161084,94068,76055,55991,19674,9248,7049,6275,
总负债(万元),1204023,1022570,939984,711700,656630,686012,777179,839493,548397,458458,446903,404696,335936,244106,198724,177068,160596,134328,130861,133662,122635,88824,83171,72984,33621,19297,20541,14360,5306,4374,
流动负债(万元),847386,875673,725471,463097,408561,451525,557252,610056,541852,448546,363102,396181,283575,244106,198724,177068,160596,--,--,--,115606,85818,59795,66996,26500,14732,14545,7218,4797,4374,
股东权益不含少数股东权益(万元),1139751,1080101,1016848,1037657,738193,688401,626320,592970,536297,351762,283062,205256,307732,176252,158857,157911,154490,153137,152546,155379,154249,155814,151558,96095,90609,75285,29043,18674,6615,6235,
净资产收益率加权(%),8.66,11.46,9.33,7.1,9.25,9.65,11.34,11.88,14.74,12.77,16.08,13.41,10.24,11.5,1.7,0.86,0.82,1.61,1.59,1.96,--,2.74,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
