报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),1.07,0.79,0.6,0.49,0.66,0.51,0.62,0.6,1.62,1.61,0.81,0.47,0.37,
每股净资产(元),--,--,--,--,--,--,--,--,14.76,4.35,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.49,-0.58,1.28,0.75,0.15,
主营业务收入(万元),1075492,787449,503286,362140,319263,422515,493011,374182,353169,262571,161303,110842,89595,
主营业务利润(万元),145013,118180,75034,63793,54430,69218,58971,46085,48542,33324,20036,14898,10625,
营业利润(万元),67110,33727,15611,17660,7008,15613,16524,16570,24159,18017,9255,5854,5301,
投资收益(万元),-4905,-68,-970,-124,1028,-76,20,--,--,7,15,0,275,
营业外收支净额(万元),698,19960,12629,2420,14090,1460,4430,2950,2822,1617,399,-99,301,
利润总额(万元),67808,53686,28239,20081,21098,17073,20954,19520,26982,19634,9654,5755,5602,
净利润(万元),55912,41606,20951,14576,17674,13796,16552,16137,21235,16139,8126,4670,3706,
净利润(扣除非经常性损益后)(万元),45565,25225,10767,12735,5917,12575,12805,13669,18968,14771,7991,4738,3386,
经营活动产生的现金流量净额(万元),87113,157788,19063,17144,-3171,4128,-15755,-1798,-19901,-5762,12755,7496,1482,
现金及现金等价物净增加额(万元),2379,-24584,-7262,65682,-17134,-10359,-13908,-11588,50183,3453,-6150,6947,1372,
总资产(万元),1275250,1042060,852682,767597,708303,739435,662194,522551,417812,244803,179710,119499,72089,
流动资产(万元),821384,683727,611647,596088,547167,565070,497244,366586,290331,163172,105478,82108,44841,
总负债(万元),781448,599718,449676,383796,456156,503086,437765,313602,220042,201256,152308,100224,57483,
流动负债(万元),701091,538941,438551,372522,451208,488435,427580,304315,202067,182456,145508,100224,54483,
股东权益不含少数股东权益(万元),493802,442342,403006,383800,252142,236344,224424,208944,197765,43541,27402,19276,14606,
净资产收益率加权(%),11.96,9.85,5.33,4.89,7.25,6,7.65,7.97,12.06,45.5,34.82,27.57,28.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
