报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),2.19,2.49,3.44,2.43,1.71,--,--,
每股净资产(元),--,--,--,6.12,4.94,8.74,6.84,
每股经营活动产生的现金流量净额(元),--,--,--,3.06,1.82,0.99,0.57,
主营业务收入(万元),417061,410086,324425,95692,62667,59345,21202,
主营业务利润(万元),43662,34443,29711,20827,17109,11008,7044,
营业利润(万元),41114,32817,24836,17590,12966,7814,3913,
投资收益(万元),2691,2426,130,123,56,237,154,
营业外收支净额(万元),586,9,196,-145,22,-41,116,
利润总额(万元),41700,32826,25032,17445,12988,7773,4029,
净利润(万元),34333,27003,20622,14577,10246,5692,3100,
净利润(扣除非经常性损益后)(万元),31605,24789,20333,14629,10028,5828,2993,
经营活动产生的现金流量净额(万元),39348,429,20476,18344,10899,2968,1704,
现金及现金等价物净增加额(万元),81478,3157,18370,10400,6280,2434,-12183,
总资产(万元),239698,214045,89430,71727,42386,50267,36997,
流动资产(万元),177494,170200,65450,49796,19700,23977,9720,
总负债(万元),46165,56245,31944,34830,12716,24042,16465,
流动负债(万元),45213,54278,31612,34444,12453,23923,16345,
股东权益不含少数股东权益(万元),186618,157702,57369,36747,29670,26224,20532,
净资产收益率加权(%),19.94,20.26,43.82,41.55,39.36,24.35,16.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
