报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.05,0.07,0.04,0.03,0.02,0.05,-1.04,0.03,-0.78,-0.21,0.05,-0.95,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.36,2.41,2.36,2.32,3.33,3.14,3.15,3.05,2.86,2.82,2.84,3.13,2.73,2.55,2.06,4.02,2.83,2.09,1.89,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.01,0.44,0.19,0.36,0.23,0.05,0.37,0.46,0.4,0.25,0.21,-0.74,1.01,0.02,--,--,--,--,--,
主营业务收入(万元),269057,256240,219782,139452,103623,103701,139498,154959,231714,233397,184510,178450,220854,146800,125416,137180,113736,100452,102094,86540,80128,71323,79829,73347,98625,68936,46208,
主营业务利润(万元),51178,43213,23882,15255,14586,5605,-1505,9493,5994,18546,21581,-14028,31737,20470,19810,29103,23603,13221,2855,12414,16517,14085,6891,6014,11844,9583,6195,
营业利润(万元),9717,14026,9111,2108,-4709,-6930,-37104,-24946,-37597,-8692,-2183,-45288,12813,2490,3839,9144,6807,909,-10136,5238,10695,7105,6702,6045,11878,9758,6209,
投资收益(万元),--,--,512,591,432,16035,--,1066,58,4,52,65,31,24,-8,5,-78,16,-26,70,-9,297,304,41,33,102,0,
营业外收支净额(万元),-266,-104,-12,412,4680,6868,914,25058,1276,1111,6801,2820,--,-136,33,-1273,-1376,0,143,397,299,--,0,0,-411,0,0,
利润总额(万元),9451,13923,9099,2520,-28,-63,-36190,112,-36321,-7581,4619,-42468,10810,2423,3950,7877,5353,793,-9886,5704,10986,9975,7304,6334,11508,9508,6243,
净利润(万元),9091,13241,8559,3250,1438,2038,-39354,992,-29397,-7898,1768,-35986,7968,2120,3124,7085,5285,827,-9868,4831,9338,8483,6219,5389,8931,7008,5607,
净利润(扣除非经常性损益后)(万元),9005,13044,7806,2884,-2549,-18168,-33566,-16672,-30434,-8952,-5424,-38052,7877,1347,2030,7272,6098,959,-10896,4340,8920,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),7493,17710,3166,-11471,-16450,-6105,-14003,6041,525,16763,7036,13527,8643,2022,14168,17497,15222,9380,8076,-27815,33532,661,--,--,--,--,--,
现金及现金等价物净增加额(万元),16604,6279,-53215,63847,-35712,-3022,6246,5149,495,14748,6887,-5624,2442,-10540,3911,7509,5454,-2121,-2705,-4772,11096,-3938,--,--,--,--,--,
总资产(万元),847843,714026,618013,462070,265013,330859,399861,345054,303594,291626,273079,234967,270209,233731,210524,210600,207436,198122,206508,212312,143118,117471,103658,106163,74221,77161,57632,
流动资产(万元),216616,176396,141698,182780,100047,102833,123451,151871,105801,106103,85091,57400,97240,85496,68043,65629,56102,0,0,0,0,46014,35983,34874,30137,32320,20574,
总负债(万元),545921,422098,340021,192764,167687,228989,382676,284812,243447,200283,173987,138220,135173,110072,90999,94381,94643,90712,99069,93729,52657,33009,42263,47413,41717,48264,31599,
流动负债(万元),468789,409051,320522,175253,153400,178940,295080,228149,206702,162046,154429,113902,94960,67471,75180,68976,81126,0,0,0,0,26788,34619,39678,31096,29254,14014,
股东权益不含少数股东权益(万元),301018,291927,278684,270124,97209,98778,12168,51522,51285,80806,89426,87915,126118,118686,119320,115317,111914,106610,107290,118381,90462,84462,61395,58750,32504,28896,26033,
净资产收益率加权(%),3.07,4.64,3.12,1.53,1.44,11.64,-124.5,1.92,-44.47,-9.24,1.87,-33.31,6.68,1.76,2.67,6.14,4.84,0,-8.79,4.66,0,--,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
