报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.01,0.03,-0,0,-0.04,0.01,0.06,0,0.01,0.09,0.18,0.14,0.27,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,1.81,1.82,1.76,3.5,2.78,5.21,5.09,5.05,5.13,4.97,4.89,6.21,6.02,5.99,1.38,1.72,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0.01,0.04,0.07,-0.04,0.15,0.32,1.06,0.16,-0.37,0.09,-0.84,0.19,0.64,0.34,0.01,0.18,0.2,--,
主营业务收入(万元),141146,201149,116347,56271,56443,77303,74484,47312,31766,50603,59405,60743,48974,37081,22580,17986,17115,22276,34104,33141,31618,26061,
主营业务利润(万元),12744,16440,5519,-1827,4186,8196,-998,4211,3206,7741,7389,6944,6625,5145,2771,3786,4478,6052,8363,9915,9190,8092,
营业利润(万元),2767,3773,-1785,-2755,-6452,-442,5138,-685,73,3470,2711,1550,3130,1133,2092,2782,2118,4624,7134,7473,6814,6009,
投资收益(万元),113,474,1107,13704,--,--,17808,--,--,--,0,--,0,0,18,536,1800,1105,474,0,0,0,
营业外收支净额(万元),149,0,40,3173,779,1167,2354,1111,367,--,1511,1550,--,7,-1,11,16,-5,-249,0,0,0,
利润总额(万元),2916,3774,-1746,418,-5673,726,7492,426,440,3813,4223,3099,6029,3803,2197,3491,3934,5724,7359,7473,6735,6009,
净利润(万元),2201,3820,-456,416,-5711,604,7485,438,425,3975,4039,3128,6056,3897,1897,2940,3283,4842,6190,6352,5725,5108,
净利润(扣除非经常性损益后)(万元),1855,3780,-1100,-15121,-6029,455,-10476,-673,-1681,2774,3585,3588,5405,2971,778,2034,1730,3907,5999,0,0,--,
经营活动产生的现金流量净额(万元),13884,13640,12810,-1734,-1199,5100,7725,-4222,8683,14660,24216,3645,-8513,2104,-19066,3828,11250,5932,150,1993,0,--,
现金及现金等价物净增加额(万元),11332,-5260,5883,4385,-5180,5291,-23758,11013,13590,-1227,1308,-671,2110,-13034,-37494,4279,-14768,-5470,66736,1830,0,--,
总资产(万元),354041,347818,333426,302107,341193,348601,327430,346946,299617,259920,244756,178945,161202,151957,149267,156197,122499,128525,129546,28317,24519,33541,
流动资产(万元),107896,67804,58566,55951,62723,68438,48376,65792,35701,27859,86095,44232,67046,52857,53475,65663,64255,--,104644,0,0,20192,
总负债(万元),80974,76927,67598,34193,73692,134269,112517,137964,92145,132676,125381,62195,45280,34166,35190,44073,12925,23001,24483,13717,6382,21129,
流动负债(万元),80751,51392,38787,34035,54450,129397,66787,67895,61155,52086,56448,56195,45280,34166,35190,44073,12925,--,24483,0,0,18498,
股东权益不含少数股东权益(万元),271437,269254,265828,267887,267471,214306,214887,208209,206698,126469,118583,115910,115059,116910,113181,111284,108782,105499,105037,14600,18136,12412,
净资产收益率加权(%),0.81,1.41,-0.17,0.16,-2.24,0.28,3.55,0.21,0.25,3.32,3.44,2.7,5.19,3.39,1.69,2.67,2.94,4.6,27,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
