报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.12,0.12,0.31,0.22,0.28,0.48,0.48,0.84,1.26,0.82,0.82,0.42,0.38,
每股净资产(元),--,--,--,--,--,--,--,5.07,8.68,7.69,2.58,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.87,1.66,0.97,0.8,1.15,0.31,
主营业务收入(万元),1657790,1930207,1874174,1684094,1609809,1844492,1666112,1063957,783600,524838,397538,360718,227031,
主营业务利润(万元),325271,355685,448170,415853,390678,405010,345151,227867,168242,120017,95548,73720,48242,
营业利润(万元),67507,63075,157703,102957,77479,91212,92909,80668,60472,35695,31733,16769,10312,
投资收益(万元),17608,31719,29953,8520,12533,1413,257,455,130,655,-149,-13,-160,
营业外收支净额(万元),2922,2489,-989,8817,9013,5951,4217,3485,1842,2025,1650,--,--,
利润总额(万元),70429,65564,156714,111774,86492,97163,97127,84154,62314,37720,33383,17416,11404,
净利润(万元),51329,50691,126521,88268,70555,79568,76913,67511,50376,31123,27875,14395,10859,
净利润(扣除非经常性损益后)(万元),32854,11704,99682,80987,54771,75528,73728,64712,48885,28607,26532,13505,8941,
经营活动产生的现金流量净额(万元),178710,106747,71502,64240,129948,84742,52201,69487,66541,38996,27200,29361,7861,
现金及现金等价物净增加额(万元),41828,-153814,186369,-17231,-59549,105367,-15198,-43727,5913,174671,2311,13073,2329,
总资产(万元),1890415,1809572,1925782,1525818,1384931,1055059,820646,570802,473670,404478,189842,158274,139687,
流动资产(万元),690537,693703,911320,766189,743552,572582,430833,334684,335720,309241,122305,102396,91387,
总负债(万元),744093,738137,749057,523001,459030,425404,291446,142523,114657,86291,102121,95062,90416,
流动负债(万元),569177,643740,678029,459500,392596,361415,278742,130595,105168,80372,98387,91777,86839,
股东权益不含少数股东权益(万元),1007199,977889,1021647,925081,861901,588548,503310,406551,347945,308171,83925,60501,45956,
净资产收益率加权(%),5.07,4.97,13.16,9.88,10.84,14.87,17.41,18.07,15.11,13.52,39.27,27.08,26.41,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
