报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.38,0.55,0.73,0.16,0.03,0.2,0.05,0.22,0.27,0.21,0.41,0.02,0.83,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.53,2.57,3.1,3.21,5.65,4.98,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.13,0.86,-0.5,2.68,-0.58,0.14,2.97,1.02,-0.8,
主营业务收入(万元),654421,789298,694734,438110,477469,616791,598682,465493,394547,302286,186267,177538,138052,105280,61024,41637,23561,
主营业务利润(万元),40265,118132,123652,76593,73169,92971,77154,72999,65388,41980,35450,26643,25621,20933,13191,10677,5933,
营业利润(万元),-28747,47596,56656,8910,1901,10456,1863,11412,15856,5265,11071,236,8974,8107,3869,3923,2560,
投资收益(万元),-681,-867,91,-133,-511,-552,4,-278,-23,-62,-42,-124,-11,-0,-15,19,-0,
营业外收支净额(万元),-1206,-606,-152,3921,2908,2287,2106,1197,1082,815,-546,-299,230,-682,0,0,0,
利润总额(万元),-29953,46990,56504,12832,4809,12743,3969,12609,16937,6081,10525,-63,9205,7425,3634,3742,2603,
净利润(万元),-27637,40116,48078,9413,1694,9663,2573,10320,12897,5355,7906,289,7378,5514,3085,3121,2651,
净利润(扣除非经常性损益后)(万元),-26239,40967,47365,8500,673,8695,1394,10442,12158,5186,8375,965,7151,6133,3238,3219,2580,
经营活动产生的现金流量净额(万元),50248,98735,10787,48979,-30774,149001,-66068,18897,6060,21373,-9549,42911,-5158,1252,16030,5509,-4307,
现金及现金等价物净增加额(万元),5325,15562,14863,-6718,-19679,15340,16241,4814,13734,5010,-6116,1045,-14181,20786,5215,-612,2562,
总资产(万元),718631,714507,746550,617948,631991,678632,692853,513898,422206,298235,226959,175657,153881,128206,87478,71432,53047,
流动资产(万元),361688,367305,397041,286588,297335,332543,381212,249173,211973,141723,114008,89653,98512,86429,53195,40321,29693,
总负债(万元),420170,361194,412173,398704,424638,528773,553188,371243,288422,228799,163352,120641,95745,77187,64816,50611,36795,
流动负债(万元),410601,350756,370199,380425,385292,459135,478744,330000,237810,198294,135842,115572,91047,71887,59416,40521,22715,
股东权益不含少数股东权益(万元),287622,336358,317500,203781,195389,138216,128557,131222,121197,64139,59546,51501,50320,44285,18883,16473,13301,
净资产收益率加权(%),-8.92,12.35,18.9,4.68,0.89,7.25,1.97,8.17,11.6,8.69,14.26,0.57,15.62,21.19,17.65,20.99,22.15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
