报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.4,0.41,0.49,0.46,0.43,0.27,0.2,0.08,0.47,0.31,0.15,0.13,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.64,2.96,3.32,3.78,4.05,3.35,3.99,3.94,4.19,4.07,4.23,4.36,4.23,4.34,3.9,3.84,2.74,3.12,2.12,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.07,0.27,0.35,0.25,0.33,0.43,0.28,0.04,0.14,0.1,0.36,0.09,-0.24,-1.04,--,--,--,--,--,--,--,
主营业务收入(万元),277715,269293,254532,204039,166931,145134,120424,99153,78450,63780,57385,55104,46997,40162,32968,30784,29870,28056,20590,19908,21972,21890,20539,22376,21220,13165,11859,9736,4941,
主营业务利润(万元),203715,192775,188401,152957,125084,98776,81042,62682,48435,38657,32630,28607,22606,18174,13557,13766,14576,14059,8799,9495,13797,15773,10482,11711,10110,7175,5281,3810,1122,
营业利润(万元),96785,99298,98617,73889,56921,32743,20658,4895,42312,19037,5268,5833,7553,4714,2311,-4605,3993,4885,3487,5347,8427,9641,10531,11807,10339,0,5281,3810,1122,
投资收益(万元),4070,1804,1647,-1431,2022,606,558,826,40632,14412,-6,184,5261,-2450,-80,-2501,566,372,205,164,22,929,1,3,0,1,0,0,0,
营业外收支净额(万元),-1535,-1545,-1319,2004,131,-361,520,1811,376,849,2774,709,1152,-35,51,13,-46,97,-19,53,-31,0,-15,0,0,19,--,--,--,
利润总额(万元),95250,97753,97298,75893,57052,32382,21178,6706,42689,19886,8042,6542,8705,2229,2282,-7093,4513,5355,3677,6420,9998,12282,10516,11803,10161,7224,5304,3733,1221,
净利润(万元),81121,83861,83655,64092,49296,27978,18391,6271,36398,17837,7372,4682,7743,1206,1620,-7825,3613,4002,2933,4631,6761,9261,9063,8153,6808,4840,4509,3412,1169,
净利润(扣除非经常性损益后)(万元),80934,81432,83487,62306,46175,28347,18257,4674,2311,5378,5175,4063,2712,-1516,1201,-8044,3492,3698,2845,3883,13797,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),115217,87694,96119,72576,29458,20589,22106,19432,-5507,16040,16620,9231,12094,15800,9223,1317,4551,3199,11773,2912,-9509,-21698,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),4547,-8047,9650,2342,1033,-1418,9146,-11937,18119,1607,2806,914,58,-1941,1404,1017,-1491,1305,-387,-4228,-7854,-2946,--,--,--,--,--,--,--,
总资产(万元),534991,546333,475272,467501,378813,295622,269445,238012,237734,218634,225144,217129,226897,196711,188495,180625,179513,156853,145651,146911,149739,117872,87526,49592,32748,26652,14743,10155,5338,
流动资产(万元),192663,227323,223998,220978,163387,131177,110742,86860,105393,73099,72148,67121,61000,58759,78501,74034,78970,0,0,0,90351,69448,67340,30463,24571,20558,11340,8043,4651,
总负债(万元),34110,72906,21530,72976,130911,79572,67823,38892,29937,45375,62475,73766,73497,69113,54423,48012,39395,20552,7796,4410,9279,24982,6470,5155,7388,2354,3320,4104,3405,
流动负债(万元),30485,69140,17499,63903,102673,46065,37504,13603,16337,16919,32123,42476,42157,37552,45020,37979,34305,0,0,0,7840,23479,3612,4005,7388,2354,3314,4088,3300,
股东权益不含少数股东权益(万元),500039,472429,452785,393922,245932,213775,199118,196170,204603,169965,159289,139378,149199,123306,129612,127992,135817,132203,137206,141794,137163,90293,81032,44436,25360,24298,11423,6051,1933,
净资产收益率加权(%),16.58,17.63,19.79,20.78,21.81,13.91,9.43,3.13,19.43,10.6,5.15,3.09,5.66,0.95,1.26,-5.87,2.63,2.92,2.16,3.32,6.23,10.81,--,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
