报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.5,0.93,1.4,1.88,1.12,0.18,0.23,0.03,0.6,1.11,1.77,0.5,2.99,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,8.97,8.11,7.33,5.5,--,0,0,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.54,1.38,5.27,0.87,--,0,0,0,0,0,
主营业务收入(万元),12773852,13005471,10591470,10347000,8000897,5819588,5286328,4685377,4882692,4844842,4111391,2772721,2149655,1309824,652902,644187,407601,229090,
主营业务利润(万元),1925364,1918374,1880974,1955738,1222808,809456,691420,559150,741842,861478,896054,539449,2564770,273818,145455,170489,132605,95438,
营业利润(万元),231229,424176,541055,598625,317597,-17912,10665,-30437,141035,276750,416853,99019,174288,108367,44764,96679,91954,76232,
投资收益(万元),-80870,24841,-20605,-72603,121037,6837,-4841,-1119,50375,2577,1724,2976,--,0,1016,0,0,0,
营业外收支净额(万元),11884,14388,21009,58216,61902,105307,72543,59510,31713,37477,33792,37378,--,0,0,0,0,0,
利润总额(万元),243113,438564,562064,656841,379499,87395,83208,29073,172748,314227,450645,136397,174288,107400,45847,96711,92010,76337,
净利润(万元),161445,278019,406648,505215,282344,43353,55306,8138,138463,252341,379358,102125,161171,101019,36864,89410,83000,65830,
净利润(扣除非经常性损益后)(万元),23051,58560,298692,461346,120664,-67728,-5693,-48370,62895,0,0,0,--,0,0,0,0,0,
经营活动产生的现金流量净额(万元),1474101,1252291,636789,-184557,384209,3807,243617,555533,598453,313939,1198142,178855,191081,250177,136159,41639,32144,31776,
现金及现金等价物净增加额(万元),52324,221510,157736,107906,219007,-62148,122438,-25083,175865,-33208,61147,-383728,--,97090,2377,-10058,-56856,115412,
总资产(万元),19564159,19457108,17809943,14507078,11548576,9400886,7639291,6871049,6562439,5296340,4044608,3253176,2928849,1603080,1094922,862709,554403,320172,
流动资产(万元),10696661,11521058,10268439,7824008,5441167,4073310,2824283,2193212,2142446,1755269,1685249,1449162,1629999,811060,537222,446410,310048,249674,
总负债(万元),13304017,13387710,11814194,8966142,7945651,6511442,5153647,4456612,4164426,3181233,2141895,1919439,1687823,1101528,695443,470017,214413,56934,
流动负债(万元),10802895,11656898,10499694,7831760,6611012,5302212,4172205,3593092,3337093,2776395,1808793,1403582,1558339,949033,512476,446331,203899,56934,
股东权益不含少数股东权益(万元),5676229,5519829,5500419,5125593,3229440,2536560,2170976,2119698,2112452,1846032,1668236,1128557,1070812,494035,393034,386772,324637,257142,
净资产收益率加权(%),2.62,4.96,7.76,12.91,10.22,1.84,2.58,0.38,6.98,14.36,27.13,9.29,--,0,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
