报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.41,0.39,0.38,0.41,0.43,0.39,0.3,0.3,0.33,0.21,0.14,0.16,0.12,--,--,
每股净资产(元),--,--,4.24,--,--,--,--,--,1.91,1.63,1.47,1.36,0.62,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.59,0.31,0.37,0.11,0.21,--,--,
主营业务收入(万元),22901083,21908264,21101256,22972215,24191264,11972427,9788630,9045624,8071081,6490892,4639267,3576815,2740096,2352935,2028203,
主营业务利润(万元),5092277,4651823,4574610,4589151,4758105,2444173,1687785,1605427,1499565,1119128,743987,592648,401770,333776,278677,
营业利润(万元),1582270,1473483,1474316,1519444,1591310,713195,505303,495831,495711,330008,198223,164271,96195,62800,57153,
投资收益(万元),215338,205393,269431,161310,80078,80013,49008,58920,69143,64497,35694,23164,22209,2601,2993,
营业外收支净额(万元),78562,60754,65616,174014,113533,71952,88044,63436,48501,36537,41910,28783,23200,5778,839,
利润总额(万元),1660833,1534237,1539932,1693458,1704843,785146,593347,559267,544213,366545,240134,193053,119395,68578,57993,
净利润(万元),1179493,1130504,1079856,1129560,1181840,531497,413997,400946,386415,253144,167815,138424,80735,52763,39311,
净利润(扣除非经常性损益后)(万元),757887,814418,875011,900366,918496,456499,336489,356009,350382,224437,147050,121269,51353,--,39090,
经营活动产生的现金流量净额(万元),2253054,1886934,1620906,2098638,1498151,1372695,541185,239469,694133,371617,440529,133870,144317,171556,--,
现金及现金等价物净增加额(万元),552949,-1741545,1967336,-192998,-708997,119629,-44356,-752361,825701,271012,-3482,413345,159213,254097,--,
总资产(万元),38357249,35752305,37517089,33831061,31169373,15056501,12112941,10521730,9278639,7356567,5498936,4548867,3272586,2637931,--,
流动资产(万元),25121512,22751213,25547121,22058928,20517803,10366043,8295278,7226139,6360734,5012420,3640292,3102518,2179142,1695687,--,
总负债(万元),22474400,20783842,23330148,21450600,19811916,9904328,7497478,6570744,6469847,4972492,3463326,2681116,2630999,2114839,--,
流动负债(万元),20016451,18835144,20349020,18422718,16909091,8545299,6700020,6153841,5918493,4266235,2978270,2358964,2168267,1631904,--,
股东权益不含少数股东权益(万元),13589363,12845770,12155859,10485661,9690032,4051053,3655990,3275543,2256163,1924418,1736511,1605607,434596,330773,--,
净资产收益率加权(%),8.92,9.06,9.14,11.21,12.47,13.79,12.01,13.36,16.96,13.84,10.05,15.41,21.79,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
