报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.98,0.82,0.78,0.23,-0.19,0.3,--,--,
每股净资产(元),--,--,2.59,1.75,1.51,2.07,--,--,
每股经营活动产生的现金流量净额(元),--,--,0.49,0.03,-0.03,0.61,--,--,
主营业务收入(万元),157778,119580,90025,72162,58464,37212,28459,17682,
主营业务利润(万元),99978,73281,53419,43208,33899,22880,18590,11592,
营业利润(万元),48138,34130,27687,7736,-10443,10075,10243,5953,
投资收益(万元),1302,-721,-179,835,163,133,--,46,
营业外收支净额(万元),-2693,65,2274,-48,3421,1556,-21,-37,
利润总额(万元),45446,34195,29960,7688,-7022,11631,10221,5916,
净利润(万元),43306,32698,31229,9136,-7418,11344,8681,5688,
净利润(扣除非经常性损益后)(万元),40016,31842,30332,9587,-3100,11344,8801,5910,
经营活动产生的现金流量净额(万元),56999,22914,19789,1168,-1069,9120,9809,4492,
现金及现金等价物净增加额(万元),50093,-10218,14139,2160,14211,6159,8970,384,
总资产(万元),317501,150719,132765,94594,82577,40127,30590,16821,
流动资产(万元),263235,108506,98352,63882,56937,30439,22736,12134,
总负债(万元),64201,34202,29321,24495,22070,9012,11118,9701,
流动负债(万元),57718,18042,18318,16479,14462,5731,9238,8629,
股东权益不含少数股东权益(万元),253300,116517,103444,70098,60508,31098,19499,7135,
净资产收益率加权(%),19.76,30.19,36.4,13.99,-12.55,45.07,69.18,74.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
