报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.13,0.14,0.16,0.16,0.13,0.18,0.41,0.53,0.46,0.53,0.49,0.44,0.46,
每股净资产(元),--,--,--,--,--,--,--,6.82,6.38,6.08,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.86,0.83,1.28,1.26,0.93,0.91,
主营业务收入(万元),27485,25457,22650,20917,15296,17444,16692,17848,16041,17295,16000,12316,10550,
主营业务利润(万元),12085,11159,9520,9356,5249,7100,7619,9858,8665,8528,7406,6698,5571,
营业利润(万元),6548,6735,6553,4552,3374,4876,5266,7512,6362,5251,4129,4493,4150,
投资收益(万元),623,180,699,862,1110,319,--,--,--,--,--,--,0,
营业外收支净额(万元),-26,-94,241,727,695,634,900,718,1175,1335,1471,582,785,
利润总额(万元),6522,6641,6794,5279,4069,5511,6167,8231,7536,6586,5601,5075,4935,
净利润(万元),5268,5758,6496,4437,3254,4434,4867,6410,5556,5003,4373,3975,4096,
净利润(扣除非经常性损益后)(万元),4443,4938,5009,3878,2650,4259,4751,6348,5424,4889,4350,3950,4158,
经营活动产生的现金流量净额(万元),15338,10813,12717,11045,2798,8804,8952,10359,9903,12138,11296,8366,8205,
现金及现金等价物净增加额(万元),2602,3181,5118,849,-5082,-9279,1737,-9134,-19959,43250,4543,-1441,1608,
总资产(万元),163116,155833,157299,153739,151558,123195,109450,100565,98666,107799,66779,65136,44013,
流动资产(万元),50365,48135,44975,44167,46759,26769,33208,25763,34737,57546,10573,5742,8412,
总负债(万元),34169,30356,35150,36367,38169,33807,24545,18763,22074,31193,40964,43705,26730,
流动负债(万元),20097,20761,24327,27934,34858,24469,15465,8433,3735,4634,7655,14370,7280,
股东权益不含少数股东权益(万元),128126,124325,120493,115444,111286,88880,84905,81802,76592,72912,23293,18920,14945,
净资产收益率加权(%),4.18,4.71,5.47,3.93,3.18,5.11,5.87,8.1,7.5,15.05,20.72,23.47,31.76,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
