报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.16,0.28,0.39,0.4,0.21,0.25,0.31,0.23,
每股净资产(元),--,--,--,2.79,2.39,2.18,1.93,1.62,
每股经营活动产生的现金流量净额(元),--,--,--,0.31,0.31,-0.51,0.06,-0.44,
主营业务收入(万元),90692,77136,74250,63089,39767,46285,49372,49149,
主营业务利润(万元),18828,18105,17526,13931,9537,11463,11284,9214,
营业利润(万元),3424,6141,7821,7019,3683,4439,5342,3849,
投资收益(万元),704,1101,250,--,--,--,--,--,
营业外收支净额(万元),-9,6,219,42,18,37,118,167,
利润总额(万元),3415,6147,8040,7061,3701,4476,5460,4016,
净利润(万元),3153,5610,6849,6068,3147,3869,4710,3510,
净利润(扣除非经常性损益后)(万元),2513,4540,6466,6032,3138,3837,4610,3368,
经营活动产生的现金流量净额(万元),-12341,-5053,-13552,4656,4683,-7778,966,-6751,
现金及现金等价物净增加额(万元),23624,-299,1758,3986,3188,-7151,4005,1131,
总资产(万元),206267,164783,129642,89005,73119,70956,69674,53066,
流动资产(万元),133353,124797,120122,85957,70338,68098,66797,50387,
总负债(万元),118414,80532,49647,46528,36710,37694,40218,28321,
流动负债(万元),79265,76532,45147,46528,36710,37694,40218,28321,
股东权益不含少数股东权益(万元),86259,84244,79996,42477,36409,33262,29456,24746,
净资产收益率加权(%),3.71,6.85,11.18,15.38,9.03,12.35,17.38,18.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
