报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.12,0.23,0.29,0.47,0.34,0.51,0.14,0.3,0.37,0.69,0.62,0.44,
每股净资产(元),--,--,--,--,--,4.69,4.21,6.16,5.9,2.47,1.78,1.22,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.28,-0.66,-0.33,-1.3,0.54,1.07,-0.13,
主营业务收入(万元),267690,259302,228647,201593,153224,119405,74661,62618,50589,50866,33539,30556,
主营业务利润(万元),37194,59970,55391,53011,41947,30103,15890,12034,9463,9973,8394,6138,
营业利润(万元),7313,18317,18982,24032,16236,9525,941,3769,3331,6126,5641,3984,
投资收益(万元),15941,1249,753,232,--,--,1014,653,--,1,--,--,
营业外收支净额(万元),567,3,1262,1426,1263,1432,805,549,420,325,287,158,
利润总额(万元),7880,18320,20244,25458,17498,10957,1746,4318,3751,6451,5928,4142,
净利润(万元),7137,13158,13012,19544,13854,8339,2323,3223,3313,5626,5026,3526,
净利润(扣除非经常性损益后)(万元),-11077,10123,11179,18414,12786,7206,1620,2544,2956,5351,4779,3409,
经营活动产生的现金流量净额(万元),30328,29049,-36232,18095,13823,4544,-10859,-3549,-13998,4387,8659,-1027,
现金及现金等价物净增加额(万元),-11251,-104745,26994,111478,-3433,5094,-4184,-4924,31721,505,6658,31,
总资产(万元),527299,507712,588034,406357,234430,181522,150185,124392,101630,59015,28500,22751,
流动资产(万元),301326,325275,375334,291424,146259,122471,112265,96033,92775,50388,23446,18921,
总负债(万元),280690,257064,328602,179884,146795,100272,78886,56460,37875,38987,14098,12905,
流动负债(万元),260001,246705,305944,172323,139052,99286,78514,56207,37464,38987,11098,11905,
股东权益不含少数股东权益(万元),239405,238141,226991,217720,82948,76685,69133,66521,63755,20027,14401,9846,
净资产收益率加权(%),2.96,5.66,5.81,17.58,17.94,11.41,3.43,4.97,9.42,32.68,41.45,44.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
