报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.76,1.01,1.06,1.08,1.03,0.64,0.4,0.25,
每股净资产(元),--,--,--,4.9,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,1.59,1.88,1.21,1.6,1,
主营业务收入(万元),79660,83489,79640,69521,70971,65495,61417,54092,
主营业务利润(万元),21683,24912,25140,21459,21356,18946,14857,10681,
营业利润(万元),12879,11186,9349,7849,7744,5009,3544,2377,
投资收益(万元),1856,1520,571,70,48,-888,77,6,
营业外收支净额(万元),117,424,74,399,124,102,-20,14,
利润总额(万元),12996,11609,9423,8248,7868,5111,3524,2391,
净利润(万元),11277,9882,8007,7018,6723,4171,2590,1601,
净利润(扣除非经常性损益后)(万元),9626,8115,7352,--,--,--,--,--,
经营活动产生的现金流量净额(万元),10090,12860,7981,10324,12199,7874,10412,6514,
现金及现金等价物净增加额(万元),45259,3316,7766,3051,1310,-4292,-626,1116,
总资产(万元),113940,106523,98125,57471,54192,57126,61070,52209,
流动资产(万元),80192,46370,47187,19512,14565,15010,19042,19821,
总负债(万元),21885,23899,25133,25601,29341,37997,39060,31866,
流动负债(万元),21303,23268,24397,22431,19241,27847,28860,22966,
股东权益不含少数股东权益(万元),92055,82624,72992,31870,24851,19129,21958,19367,
净资产收益率加权(%),12.86,12.46,15.21,22.02,27.05,21.81,12,8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
