报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2005-12-31,2003-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),4.67,2.54,1.73,1.58,2.76,2.05,1.42,0.94,1.24,1.87,2.22,0.54,--,--,--,--,--,--,
每股净资产(元),27.07,21.02,20.42,18.95,18.54,15.5,12.6,11.5,10.04,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),13.49,4.41,2.52,2.35,2.39,8.03,18.01,17.39,24.91,51.33,34,25.19,--,--,--,--,--,--,
主营业务收入(万元),17456600,15416700,14413200,14617300,15845300,14318700,12959400,11692100,10920900,10251300,7367400,4964600,4526501,2107757,2594242,351200,268900,149067,
主营业务利润(万元),1328600,1061500,750100,646500,1127900,739100,507000,256500,338500,228600,270900,22400,35307,-140526,-20652,-23400,-18000,1818,
营业利润(万元),1328600,1061500,750100,646500,1127900,739100,507000,256500,338500,228600,270900,22400,35307,21930,-20652,-23400,-18000,1818,
投资收益(万元),3572900,3380300,3564900,3401100,4622300,3302200,2608700,1833600,1476400,1068400,719700,1024400,1081759,152940,42848,23800,18400,30487,
营业外收支净额(万元),-6500,-10500,-17100,1700,50300,39100,-11100,-27700,-11000,-3100,-5800,-4200,1155,-1237,-297,--,-100,--,
利润总额(万元),1322100,1051000,733000,648200,1178200,778200,495900,228800,327500,225500,265100,18200,36462,20693,21899,400,300,1818,
净利润(万元),1455900,792200,538300,494200,860100,640600,442200,293300,279900,224900,266000,64900,39421,2258,4404,400,300,1818,
净利润(扣除非经常性损益后)(万元),1276300,796900,549500,490500,808400,601000,450000,291700,250900,174300,249700,69100,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),4210200,1376800,786500,733000,744900,2505200,5620500,5425200,5604500,6159400,4080000,3022800,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),276000,19300,-541800,32600,-59900,-406700,-649600,397100,-627300,1476000,608700,132600,--,--,--,--,--,--,
总资产(万元),87897000,73392900,71027500,69918100,66056000,64370900,56584900,49369300,38677100,30456600,20661800,16495900,13248249,6056516,2437915,529800,279100,234459,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1809860,1975012,446300,210000,30595,
总负债(万元),79450900,66833300,64655200,64005600,60271900,59534500,52653100,45781500,35545800,29799300,20237500,16357100,12968746,5944447,2288393,383900,213100,170930,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,614542,45811,82600,16300,10539,
股东权益不含少数股东权益(万元),8445100,6558700,6371500,5911800,5783500,4835900,3931200,3587000,3130600,656700,423800,138000,279503,112065,149522,145900,66000,63529,
净资产收益率加权(%),19.41,12.25,8.76,8.45,16.2,14.63,11.76,8.69,16.84,41.63,94.7,25.34,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
