报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),1.04,0.89,0.5,0.26,0.23,0.41,0.71,0.61,0.85,0.81,0.38,0.4,0.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.29,4.54,3.85,3.54,3.28,3.2,3.13,3.07,3.02,5.69,5.67,3.58,3.47,3.42,3.41,2.49,2.26,7.99,4.43,1.66,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.55,2.02,0.84,1.43,1.32,0.33,0.21,0.76,0.24,-0.09,0.09,-0.59,1.07,1.11,--,--,--,--,0,--,
主营业务收入(万元),2278992,2385817,2212693,1659121,1524009,1556840,1391020,1350843,1363206,1173296,811749,952030,673681,400271,293992,309750,291720,221502,242795,182182,147973,115238,102829,101000,77722,30878,30144,--,
主营业务利润(万元),617186,640184,557439,466518,376838,422933,374482,356436,417978,352610,199380,258782,191029,120346,88373,89571,74838,59332,61609,66484,42728,39354,14930,37087,26947,6052,1521,--,
营业利润(万元),198715,204403,149346,66283,32956,78714,107135,93340,168819,153197,51675,79378,82071,34912,24275,24171,23704,21483,32081,32314,17639,15650,15234,20508,14171,11324,4005,--,
投资收益(万元),51866,32984,2860,1241,6460,10736,19318,13102,3397,14101,616,1609,12633,-2261,1201,-208,1651,206,-488,0,61,388,14,0,0,0,0,--,
营业外收支净额(万元),-6326,-3256,-8168,21404,34343,28225,32979,25167,16555,8680,22470,4074,1961,393,353,-2,-382,72,284,-285,353,0,0,0,0,--,0,--,
利润总额(万元),192389,201146,141178,87687,67298,106939,140114,118507,185374,161877,74145,83453,84033,34905,26517,24380,25004,21761,31882,32029,18053,16352,15190,21284,17338,10370,3447,--,
净利润(万元),134087,92337,52097,26563,24094,42153,73692,62658,87627,84065,39346,41590,51962,20448,18165,16295,17523,16242,23068,20640,11179,8500,10333,18597,17338,8296,2959,--,
净利润(扣除非经常性损益后)(万元),124315,86024,56449,7198,-1145,29274,51628,37327,63267,63311,26130,41620,50484,17875,15716,16892,18061,16169,22784,20640,10867,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),356109,709176,434344,427305,500611,493676,258084,379784,262932,208940,86400,147953,136481,34097,21876,78677,25006,-4873,4489,-25558,46827,48525,--,--,--,--,0,--,
现金及现金等价物净增加额(万元),105777,310249,-58834,160910,-130,-54352,45357,-76903,-22223,39708,129459,-36478,54329,-31844,-19516,67942,6619,3826,4483,-167,-3622,-15054,--,--,--,--,0,--,
总资产(万元),4835072,4761959,4606100,4526444,4448218,4397158,3902041,3334805,3054131,2587419,2061892,1572487,1358885,1276237,636778,682440,518410,475041,391131,340163,245102,267017,299425,198099,144646,81670,55935,48372,
流动资产(万元),1643781,1806774,1561974,1348636,1304206,1316918,1421710,1312823,1420075,1162056,806693,666216,615100,599179,403768,447815,363506,--,0,--,0,222949,244683,157217,118928,75385,49679,42718,
总负债(万元),3138590,3236386,3223314,3124765,3104557,3074136,2628562,2222566,2062354,1728010,1374418,971479,821975,775113,296048,345459,186611,160984,79179,164032,77069,100944,137042,104288,68883,57129,40080,39952,
流动负债(万元),2334676,2771083,2711130,2783999,2366608,2176423,1624590,1318713,1468376,1032572,908369,784121,613628,574092,296048,333959,186611,--,0,--,0,98882,136042,100541,63107,56222,38298,39585,
股东权益不含少数股东权益(万元),1263485,910935,783602,727130,707035,694031,663833,600568,545948,468473,396825,365158,338776,329923,322596,316816,311287,293764,292446,156244,151301,149278,148626,83608,75763,28141,15856,8420,
净资产收益率加权(%),12.04,10.8,6.91,3.63,3.32,6.15,11.66,10.85,17.05,19.34,10.19,11.82,15.71,6.24,5.58,5.18,0,5.38,8.65,13.42,0,5.71,--,0,0,--,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
