报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.24,0.41,0.66,0.65,1.21,0.66,0.46,0.45,0.48,0.37,0.33,0.55,0.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,6.98,--,--,--,--,5.41,5.22,4.79,4.51,3.78,3.42,3.22,3.11,2.89,2.67,2.52,2.39,2.57,2.43,2.67,2.13,1.87,2.03,1.95,1.53,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.31,-0.08,0.19,1.32,0.34,0.34,0.27,0.33,0.36,0.62,0.4,0.44,0.29,0.15,--,--,--,--,--,--,
主营业务收入(万元),364359,690261,321516,947653,797695,493074,351660,503876,468482,389794,335869,321491,121041,119424,101060,97145,96528,78474,75051,80862,91357,86422,76763,40962,36215,36429,26617,--,
主营业务利润(万元),56295,105494,73294,192172,145206,157079,124456,83545,85586,108380,94330,91043,50808,52425,41544,44511,47163,39233,41009,47056,51684,50543,45966,23586,21568,21353,16287,--,
营业利润(万元),80140,151881,194908,251196,451423,243772,184908,192324,143534,110499,92027,160832,61782,44667,38331,41796,40818,34139,32536,40099,49080,48294,46254,23834,21576,0,16624,--,
投资收益(万元),33763,62745,145233,121508,369129,149844,95365,140845,78104,25606,19785,102074,19773,14225,8106,6548,9883,13873,13575,8005,2918,1349,1043,650,744,1429,2233,--,
营业外收支净额(万元),3690,4325,7730,19210,6494,6030,1950,-21651,4277,3449,5029,4497,12,9555,-296,588,-1649,0,-364,-174,-325,0,0,0,0,415,0,--,
利润总额(万元),83830,156206,202638,270405,457917,249802,186857,170673,147812,113949,97056,165329,61794,68447,46141,48932,49051,47758,45747,47929,51673,49588,47305,25094,22784,23724,19399,--,
净利润(万元),60585,102830,175859,209474,361195,196842,137865,134080,109901,84921,76111,127094,52224,56254,37711,41614,42926,41550,38776,40649,44014,41850,40181,21389,19544,20496,16541,--,
净利润(扣除非经常性损益后)(万元),46198,65811,66755,160795,140594,127453,79142,50943,60648,77043,61403,53115,51856,40588,37362,39365,42430,41766,37085,40475,44014,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),-585285,5667,-53237,169321,314381,112695,61634,-78343,72003,-18076,44265,303729,63226,63400,50997,61976,67018,116200,74342,83432,48970,25778,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-96232,-67360,-32070,98662,136430,-12078,171328,-12067,-110975,94273,34961,-130938,49469,29864,22448,38944,-4843,-11560,-56243,68784,6112,-66476,--,--,--,--,--,--,
总资产(万元),3982742,3672219,3776962,4460063,4381941,4162057,3439776,2960644,2747566,2608412,2023540,1772605,812540,716940,653889,614180,604535,643583,588409,705140,519139,531980,529723,364663,258881,190220,172945,105305,
流动资产(万元),3067586,2730661,2703597,3234438,2307242,2411824,2041505,1658454,1640498,1557409,1111442,912965,215981,177251,161157,105881,49602,0,0,0,0,139316,235904,107357,95141,86458,117702,55811,
总负债(万元),1933335,1672019,1741689,2107488,2316031,2454920,1901025,1501135,1402382,1312942,891746,707668,96653,69685,47227,27788,59815,140992,113399,255247,79022,115198,131871,151234,100747,18140,7340,3860,
流动负债(万元),981341,1093444,1120171,1266701,1142660,1585383,1197171,1059324,790703,858767,445526,565369,72821,69685,47227,27788,59815,0,0,0,0,104455,72171,34355,38161,18110,7311,3860,
股东权益不含少数股东权益(万元),1929185,1882833,1907522,2256624,2024807,1667924,1426748,1353604,1244216,1198613,1100072,1035316,712446,644072,606662,586392,544683,502570,474988,449873,440118,416683,397752,213430,158134,172079,165604,101445,
净资产收益率加权(%),3.18,5.41,9.16,9.62,19.57,12.77,9.84,10.33,8.97,6.79,7.1,12.1,7.58,8.85,6.23,7.65,8.05,8.37,8.32,8.85,0,10.24,--,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
