报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),1.3,1.31,1.22,1.02,0.6,0.31,0.25,0.23,0.27,0.36,0.39,0.38,0.42,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.27,4.11,3.76,3.86,3.48,2.55,4.47,4.35,4.07,3.78,3.52,3.4,3.26,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.38,1.27,2.22,1.65,0.75,1.29,0.48,0.33,0.29,0.51,0.4,0.2,-0.08,--,--,--,
主营业务收入(万元),729801,726128,704826,653138,767670,843968,818980,831252,731266,692072,642693,560000,566374,405468,239215,183844,159337,78520,53489,43055,36270,37786,41750,35596,
主营业务利润(万元),253690,253078,239342,211884,213302,212593,197659,191586,173387,170342,150934,128654,121124,82811,49060,40085,30942,17080,11886,10356,9477,11424,11698,8273,
营业利润(万元),85961,90110,85451,53122,31715,20320,15037,11130,7832,18602,21991,21957,23505,22205,13295,13700,12913,9335,7282,7174,7667,6773,5782,3837,
投资收益(万元),1346,872,1302,33,3242,-3511,-3593,-2662,-1935,1019,951,649,-122,45,-574,126,127,193,-55,-49,-34,-90,--,--,
营业外收支净额(万元),-490,63,-86,15670,16869,13743,15900,18938,17212,19461,11600,12130,11049,-65,-132,-269,-20,63,-139,-103,439,13,19,73,
利润总额(万元),85471,90174,85364,68793,48584,34063,30936,30068,25043,38062,33591,34087,34554,26547,12636,13583,13034,9591,7146,7022,8072,6695,5801,3910,
净利润(万元),71961,72480,65919,54112,31790,16355,13043,12390,14014,18907,20560,20044,21562,14881,5176,6027,6752,6217,5653,5776,6826,6421,5040,3503,
净利润(扣除非经常性损益后)(万元),70538,71137,64584,54029,25772,16121,13260,12045,9762,17953,19451,20484,22091,14774,5228,6122,6730,6175,5523,5060,6387,--,--,--,
经营活动产生的现金流量净额(万元),54912,100349,118942,103577,148755,106395,120616,107205,20274,67225,117227,87050,39711,59817,10995,7579,6681,11772,9157,4674,-1934,--,--,--,
现金及现金等价物净增加额(万元),680,11880,43386,-32024,22569,-40317,44239,24851,-27681,43065,13565,-28491,41203,17157,2979,4567,5153,-3851,7360,-6219,21016,--,--,--,
总资产(万元),800383,693770,634182,593162,647541,818892,875766,879027,908155,860310,781259,864856,789710,597310,348184,231798,197488,161579,122604,101523,94080,46598,39547,30208,
流动资产(万元),524379,449768,434864,400772,433062,512698,544659,524401,523637,447169,357443,419989,415659,249354,192342,134197,96871,--,0,0,0,32314,27120,20259,
总负债(万元),274211,244007,267206,290326,405248,510773,561244,583063,622625,582076,530255,580576,542791,417992,210665,113050,87972,67852,38067,20867,18275,28732,24507,20963,
流动负债(万元),269128,243330,267206,290326,401147,508323,483699,489746,520903,474622,492255,507534,465260,312090,199711,99555,76557,--,0,0,0,28652,21926,18192,
股东权益不含少数股东权益(万元),506656,432784,349324,290380,229531,261164,250475,236364,225032,217041,198129,203543,183362,118008,103280,100572,94044,87440,81376,78661,75377,17398,14571,9012,
净资产收益率加权(%),15.51,19.02,20.59,21.22,11.5,6.35,5.39,5.36,6.34,9.11,9.62,10.37,13.35,13.44,5.07,6.21,7.43,7.33,7.08,7.38,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
