报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),3.48,2.85,2.36,2.77,2.48,1.25,1.12,1.09,1.42,1.24,0.85,
每股净资产(元),19.32,16.77,14.89,12.57,10.26,7.97,6.92,6,4.91,3.51,1.98,
每股经营活动产生的现金流量净额(元),3.29,2.71,2.71,2.75,3.15,1.78,1.28,1.28,1.59,1.35,0.82,
主营业务收入(万元),22577,19518,16919,17945,17092,9349,8462,8183,8943,7634,4670,
主营业务利润(万元),19215,16774,14522,15603,15118,8217,7438,6833,7818,6872,4125,
营业利润(万元),20130,16489,13760,14786,13000,6687,5870,5964,6567,5715,4097,
投资收益(万元),920,155,274,845,22,--,--,--,--,659,363,
营业外收支净额(万元),-4,-47,-17,1398,1496,543,594,375,739,666,503,
利润总额(万元),20126,16442,13742,16184,14496,7230,6464,6340,7306,6381,4600,
净利润(万元),17406,14252,11810,13871,12400,6243,5589,5463,7076,6142,4211,
净利润(扣除非经常性损益后)(万元),16989,14106,11817,13793,12270,6245,5524,5462,7042,5958,3290,
经营活动产生的现金流量净额(万元),16436,13554,13540,13747,15761,8882,6406,6375,7936,6771,4088,
现金及现金等价物净增加额(万元),16158,4034,13599,12272,9753,7711,5145,5904,7334,10937,2954,
总资产(万元),107437,93283,84759,72156,60454,45483,38216,33309,27514,19970,11270,
流动资产(万元),100107,86852,78114,65224,53202,42999,35496,30579,25027,17476,9472,
总负债(万元),10824,9450,10289,9328,9170,5654,3631,3314,2982,2440,1382,
流动负债(万元),10686,9249,9866,9222,8941,5352,3514,3280,2931,2393,1303,
股东权益不含少数股东权益(万元),96613,83833,74470,62828,51284,39830,34585,29995,24532,17530,9888,
净资产收益率加权(%),19.45,18.31,17.18,24.44,27.33,16.74,17.31,20.04,33.71,47.4,54.11,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
