报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.84,0.74,0.52,1.13,0.94,1.1,0.97,0.91,0.75,
每股净资产(元),--,--,--,--,--,--,4.11,3.35,3.91,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.58,0.67,1.06,
主营业务收入(万元),256939,202435,188813,150252,108432,89094,80444,70958,55271,
主营业务利润(万元),80970,69609,47475,38835,30210,26389,23475,22432,17983,
营业利润(万元),46992,41789,28307,22453,17863,15704,14419,13573,11351,
投资收益(万元),558,2257,2385,408,527,11,--,6,8,
营业外收支净额(万元),-38,-80,-88,661,729,1011,797,472,222,
利润总额(万元),46953,41709,28219,23114,18592,16715,15216,14045,11573,
净利润(万元),38144,33318,23677,19348,15352,13714,12090,11318,9415,
净利润(扣除非经常性损益后)(万元),35539,30690,20586,18476,14295,12849,11413,10915,9215,
经营活动产生的现金流量净额(万元),23214,13289,8622,15671,8050,5128,7287,8321,8265,
现金及现金等价物净增加额(万元),23617,-6763,-19933,23374,10095,-358,-1858,-2837,5129,
总资产(万元),441661,375577,331347,293804,165027,99593,81393,76247,54660,
流动资产(万元),289009,245416,229960,212669,118689,76340,61715,62309,45478,
总负债(万元),123568,92645,75956,57711,51310,37104,30064,34417,24146,
流动负债(万元),107748,83171,71054,51915,46784,36189,28055,33540,24070,
股东权益不含少数股东权益(万元),311293,277843,252378,232436,113852,62552,51330,41830,30513,
净资产收益率加权(%),12.92,12.52,9.8,12.45,14.83,24.17,26.31,31.29,35.88,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
