报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),-2.42,0.09,1.05,0.45,0.26,0.74,0.73,0.93,0.85,
每股净资产(元),--,--,--,--,--,6.38,4.91,4.18,3.26,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.03,0.22,0.48,0.4,
主营业务收入(万元),104597,142899,126538,60034,35708,31107,26406,25133,22519,
主营业务利润(万元),28401,54224,46227,22484,12402,10399,9537,9852,9120,
营业利润(万元),-96281,5163,23208,7164,3837,2928,3281,3637,3541,
投资收益(万元),11976,2495,510,1687,793,--,--,--,5,
营业外收支净额(万元),853,-299,65,796,638,911,517,1185,921,
利润总额(万元),-95429,4863,23273,7960,4475,3839,3798,4822,4462,
净利润(万元),-92457,1692,19759,7284,3934,3331,3277,4171,3809,
净利润(扣除非经常性损益后)(万元),-94356,-7788,14976,6617,3392,2557,2837,3163,3023,
经营活动产生的现金流量净额(万元),-6862,21679,-257,5144,-3453,-153,969,2174,1801,
现金及现金等价物净增加额(万元),-7162,569,6948,-1381,-3539,12425,-1006,1206,-1302,
总资产(万元),242511,320790,285353,154870,77795,49638,33190,28715,24720,
流动资产(万元),157929,187349,152459,73099,48647,41695,25260,20331,16236,
总负债(万元),147509,116926,82143,39901,23851,11388,11091,9892,10068,
流动负债(万元),128279,105385,76569,38682,23703,10937,8530,6263,5345,
股东权益不含少数股东权益(万元),93930,202868,202413,114969,53945,38250,22099,18822,14652,
净资产收益率加权(%),-62.88,0.84,11.07,9.18,9.83,14.17,16.01,24.92,29.88,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
