报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.34,0.45,0.4,0.22,0.2,0.55,0.51,0.64,1.07,0.99,0.78,2.19,1.39,0.67,0.57,
每股净资产(元),--,--,--,--,--,--,--,--,12.41,7.13,6.35,11.46,4.07,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.04,-7.27,-3.39,0.71,3.59,-2.7,0.45,
主营业务收入(万元),2853608,2120096,1952338,1639742,1414401,1538493,1184267,1054383,934912,495452,248999,212764,125700,76716,75048,
主营业务利润(万元),152764,143253,137312,108053,86887,93814,78862,95428,87769,56808,34129,38706,22327,11748,10443,
营业利润(万元),39110,49571,44189,36955,20074,28569,26784,32831,28646,25067,18415,23740,12027,5627,4421,
投资收益(万元),4647,4952,-5829,-6112,9179,7546,1352,1378,-4905,-2549,568,-1,17,31,-2,
营业外收支净额(万元),-4148,-2236,-1407,-11647,-224,2557,964,1103,368,449,1653,-10,11,-27,2,
利润总额(万元),34962,47335,42782,25308,19849,31126,27748,33934,29014,25516,20068,23731,12037,5600,4423,
净利润(万元),30554,40577,36096,20332,18072,25040,23381,29031,21789,19044,15011,18780,9698,4356,3736,
净利润(扣除非经常性损益后)(万元),39923,38062,45623,32723,10714,11916,8970,26962,25336,22177,13636,18306,9681,4337,3732,
经营活动产生的现金流量净额(万元),51622,115706,69536,25978,87731,157346,-37002,-77368,-23722,-139306,-64954,6836,25807,-17543,2909,
现金及现金等价物净增加额(万元),10624,10698,-37920,26433,-20063,16662,-25461,-6131,38345,14217,-46855,50404,-2010,246,2195,
总资产(万元),1614079,1491993,1293034,1328502,1178844,1051509,1130207,1016400,784982,554665,300782,184863,90796,74274,53263,
流动资产(万元),1084209,965390,834336,915652,789875,701428,787212,714223,521597,381774,195360,141000,66562,59550,37693,
总负债(万元),1149082,1055688,871381,945606,811732,692844,791253,701172,498804,418146,179144,75034,61566,56751,40097,
流动负债(万元),1091742,1024993,854626,925435,685133,579445,668019,573780,475652,369042,177935,68531,60749,56236,39563,
股东权益不含少数股东权益(万元),465818,435663,420746,381576,365922,355700,334877,310036,282467,136519,121638,109829,29230,17522,13166,
净资产收益率加权(%),6.77,8.7,9.02,5.39,5.04,7.21,7.25,9.75,11.09,14.52,12.98,23.75,41.12,28.39,33.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
