报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.65,1.15,4.7,0.56,0.2,0.53,-0.36,
每股净资产(元),5.84,4.19,6.25,1.66,1.06,0.88,-1.05,
每股经营活动产生的现金流量净额(元),3.22,-1.1,--,--,--,-0.29,-0.05,
主营业务收入(万元),24505,17030,6732,1892,1839,2460,137,
主营业务利润(万元),13772,10616,4036,1089,1087,1546,62,
营业利润(万元),10797,7342,2716,96,211,1054,-243,
投资收益(万元),-22,-0,87,--,--,--,--,
营业外收支净额(万元),405,-43,-5,220,8,-7,5,
利润总额(万元),11202,7298,2711,316,220,1047,-238,
净利润(万元),9513,6189,2348,278,194,781,-179,
净利润(扣除非经常性损益后)(万元),9059,7018,2260,91,187,786,-183,
经营活动产生的现金流量净额(万元),18520,-6309,659,-232,778,-476,-26,
现金及现金等价物净增加额(万元),10049,1561,239,55,631,293,-31,
总资产(万元),44923,28691,6824,2790,1911,3786,825,
流动资产(万元),27342,23500,6331,2456,1580,2319,601,
总负债(万元),11190,4427,3701,1992,1411,2316,1349,
流动负债(万元),8509,4414,3701,1992,1411,2316,1349,
股东权益不含少数股东权益(万元),33662,24149,3123,829,532,1471,-525,
净资产收益率加权(%),32.91,49.22,117.23,40.78,27.96,93.25,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
