报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.53,0.91,0.87,0.12,-0.4,-0.35,0.09,0.51,0.05,0.36,0.5,-0.38,0.48,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,4.3,3.8,3.74,3.37,2.88,3.63,3.51,2.33,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0,1.78,-0.19,0.33,0.3,0.04,0.1,0.11,-0.05,0.16,
主营业务收入(万元),2889741,2637707,2076841,364630,247996,237854,152199,176552,179327,136220,118387,116092,109825,97005,77195,61947,39135,
主营业务利润(万元),221193,244678,236062,57668,19879,13517,18400,18863,21977,16943,17564,4176,17154,17971,11690,11769,9843,
营业利润(万元),107235,155242,142494,7483,-16692,-15593,3309,5563,-4169,3086,6938,-7280,8910,10702,5329,6382,6191,
投资收益(万元),12344,17967,21165,1,--,--,0,4693,27,--,--,19,235,0,0,38,5,
营业外收支净额(万元),77,305,-906,1074,-767,177,230,518,491,1822,76,1196,--,-370,0,0,0,
利润总额(万元),107313,155547,141588,8557,-17458,-15417,3539,6081,-3678,4908,7013,-6085,8947,10874,5332,6317,6205,
净利润(万元),72244,121289,110681,6628,-18334,-15833,2921,7163,763,5070,6964,-5385,6778,7987,3398,4609,4200,
净利润(扣除非经常性损益后)(万元),68860,118426,70675,4691,-17424,-16229,2589,1272,137,3571,6826,-6629,6050,7682,3386,4581,4171,
经营活动产生的现金流量净额(万元),135866,133450,80875,69231,19412,16335,4958,3207,24951,-2648,4560,4166,618,1405,1115,-500,1615,
现金及现金等价物净增加额(万元),68651,65562,80641,15593,-1436,-5512,-2678,10330,5918,-15248,11075,-6693,1245,9927,5683,479,1411,
总资产(万元),3379806,3017088,2557853,469545,252400,277629,271159,214173,192534,176337,164795,117312,110201,94515,76526,70368,58567,
流动资产(万元),2620843,2258030,1880410,101001,69542,79178,89978,77134,62465,61177,62405,46776,58264,45750,26418,21679,13796,
总负债(万元),2528361,2266456,2002824,308629,164346,171240,147244,154022,134404,113341,108111,68178,55510,44052,51395,50214,37934,
流动负债(万元),2376225,2157874,1849751,211768,134904,115010,80880,89714,95993,60601,65841,52678,39260,34835,45886,42602,31045,
股东权益不含少数股东权益(万元),772471,712520,541829,160916,88055,106389,123915,60261,53172,52310,47240,40276,50829,49063,23731,20153,20571,
净资产收益率加权(%),9.78,19.59,26.4,4.05,-18.86,-13.79,2.48,12.63,1.45,10.19,15.92,-11.89,13.62,25.84,15.13,22.43,23.03,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
