报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.16,0.12,0.31,0.19,0.08,0.03,0.07,0.26,-0.01,0.01,0,0.01,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1,1.01,1,1,0.99,0.97,0.92,0.99,0.41,-0.44,-0.66,1.42,1.17,1.22,2.07,1.96,2.86,3.14,3.94,2.06,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.01,-0.01,0.05,0.01,0.1,0.08,0.2,-0.13,0.3,0,-0.01,0.12,-0.12,-0.1,--,--,--,--,--,--,--,
主营业务收入(万元),322014,256490,233093,187601,129508,30718,30445,33148,1398,1044,1009,1143,991,1036,4011,2916,1962,674,2440,10272,9151,9919,7639,651,1819,5755,1458,1404,6014,
主营业务利润(万元),153495,122560,110625,96004,58671,11719,11665,13966,270,228,228,215,128,181,910,771,406,309,542,4360,4449,1276,-1097,-1514,-613,-356,-682,390,604,
营业利润(万元),55000,43303,102030,56374,19574,1829,3028,4903,-54,112,37,82,229,-237,-539,315,82,-1443,-7647,3251,3131,-5523,-28,-1514,-613,-356,-682,390,421,
投资收益(万元),5193,2494,50416,15873,1582,85,7,9,-9,4,40,72,556,62,--,1813,16,-163,-8201,-1974,66,81,149,24,629,1250,2819,950,0,
营业外收支净额(万元),-332,203,-121,7912,3759,59,-16,17,-0,0,2,9,0,-0,-7,1912,0,-159,-366,-1,-7,--,0,0,0,0,0,--,--,
利润总额(万元),54667,43506,101909,64286,23333,1888,3012,4919,-54,112,39,92,229,-176,-546,4039,99,-1765,-16214,1275,3189,-6201,947,-1714,20,896,2218,1339,604,
净利润(万元),43438,32505,87378,52187,18567,777,2276,3913,-54,89,31,75,168,-176,-527,3859,99,-1071,-12462,1809,1881,-6262,793,-1718,17,760,1885,996,449,
净利润(扣除非经常性损益后)(万元),34151,32670,43092,40649,16648,591,2200,368,-45,86,-3,14,-388,-237,-520,301,99,-912,-12096,771,779,--,--,--,--,--,0,--,--,
经营活动产生的现金流量净额(万元),532,-59057,-5296,-5613,-7246,6870,6678,8667,-103,-42,370,70,741,554,1450,-926,2187,20,-104,913,-920,-769,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),17230,5673,-10930,64762,23196,3629,3822,4792,-815,1174,-337,-557,1302,1989,-1137,1698,20,-20,-705,-122,743,-218,--,--,--,--,--,--,--,
总资产(万元),1204454,1046636,1067832,819266,358935,67403,62663,61383,7724,7793,7941,7891,7909,7684,9064,9080,6046,7062,10760,29083,23616,32660,36333,24102,24747,25626,24088,10827,7019,
流动资产(万元),661808,563261,648193,441538,165306,23471,20879,16065,4597,4514,4537,4327,4173,3822,2539,4890,282,--,0,0,0,8493,12117,7503,7547,13168,10633,3821,29099,
总负债(万元),446806,306151,349126,202017,68129,7568,6304,7300,338,372,608,495,588,531,2260,1794,2990,10330,14218,16663,13762,23671,21082,9644,8571,9439,10526,5929,3188,
流动负债(万元),410246,277135,342908,196655,63155,7498,6304,7300,338,372,608,495,588,531,2260,1794,2990,--,0,0,0,19267,16651,9644,8571,9439,10526,5929,3188,
股东权益不含少数股东权益(万元),745780,731303,710544,611301,290806,57135,56358,54083,7386,7422,7333,7396,7321,7153,6759,7285,3056,-3269,-4882,10428,8619,8989,15251,14458,16176,16188,13561,4898,3469,
净资产收益率加权(%),5.85,4.53,13.33,9.37,7.6,1.37,4.12,7.35,-0.73,1.21,0.43,1.25,2.32,-2.49,-7.5,77.4,0,0,0,19,0,-51.7,--,0,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
