报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.01,0.33,0.34,1.62,1.19,1.54,1.53,0.67,0.35,0.25,0.55,0.61,0,--,
每股净资产(元),--,--,--,--,--,5.16,7.26,5.64,5.05,4.78,7.81,2.17,7.01,2.98,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,1.64,1.76,1.2,0.64,0.18,0.61,0.34,2.51,1.18,
主营业务收入(万元),600750,633746,537267,444653,293166,191077,120499,81480,54214,36228,28701,23903,11932,6901,
主营业务利润(万元),149615,208273,188952,185926,130780,80306,47127,24890,13949,10070,8783,7725,4724,2874,
营业利润(万元),16404,84133,83343,124689,81464,47722,25490,11242,5360,3722,3790,4072,2973,1805,
投资收益(万元),73151,5760,4431,6304,3238,1532,358,165,--,--,--,7,0,--,
营业外收支净额(万元),-14237,688,1681,7911,6381,2419,1145,1038,1105,810,733,324,--,103,
利润总额(万元),2167,84821,85024,132600,87845,50140,26635,12280,6465,4532,4523,4396,3050,1908,
净利润(万元),3448,80415,83040,125040,83135,48370,23711,10375,5472,3827,3885,3708,2548,1624,
净利润(扣除非经常性损益后)(万元),-59152,69827,69519,112821,74956,44830,22435,9353,4533,3139,3262,3426,2438,1537,
经营活动产生的现金流量净额(万元),61060,73510,63858,107140,71798,52190,27558,18497,9821,2777,5561,2210,2962,1181,
现金及现金等价物净增加额(万元),27903,-46718,81853,-22184,20480,-11257,-4639,6634,1678,-4691,53041,891,3081,-14,
总资产(万元),1033095,1194012,1026272,866265,350574,197766,139135,98236,84004,77757,72690,15487,9622,3592,
流动资产(万元),603728,610203,456423,700654,278859,157800,108275,76643,64496,62178,61528,8959,5854,2885,
总负债(万元),169920,325675,228998,130623,99180,34169,25311,11191,6070,3998,1847,1215,1286,596,
流动负债(万元),138954,258911,192697,104046,71712,29206,22941,10733,5841,3769,1847,999,1043,596,
股东权益不含少数股东权益(万元),863122,867161,795125,731999,250309,163597,113823,87045,77934,73759,70843,14272,8287,2978,
净资产收益率加权(%),0.4,9.67,10.91,21.52,40.96,35.3,23.96,12.69,7.23,5.26,15.25,35.4,51.32,71.26,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
