报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.63,0.79,1.08,1.01,0.84,0.76,0.33,1.21,1.17,0.85,--,
每股净资产(元),--,--,--,--,2.88,7.62,5.51,4.79,3.94,3.1,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,1.26,3.6,2.38,2.06,1.59,1.27,--,
主营业务收入(万元),372745,365609,310264,224661,175694,159086,124577,110531,96489,78286,43605,
主营业务利润(万元),111770,116296,98529,80857,62847,58780,38889,35550,32481,28759,14838,
营业利润(万元),59104,66516,51783,42665,34111,31259,13591,15071,15191,12421,6025,
投资收益(万元),7886,4409,672,109,--,--,--,--,--,--,--,
营业外收支净额(万元),-66,-101,-360,272,1177,1060,615,800,403,-91,215,
利润总额(万元),59038,66415,51423,42936,35288,32319,14206,15870,15594,12330,6240,
净利润(万元),52605,56057,44390,37575,30088,27354,11971,13664,13153,9612,4095,
净利润(扣除非经常性损益后)(万元),49737,53641,43456,37336,29098,26485,11441,12955,12812,11856,3830,
经营活动产生的现金流量净额(万元),78745,89595,70086,45369,45463,40481,26824,23140,17868,14286,11255,
现金及现金等价物净增加额(万元),-30550,-86038,124058,-1862,1941,6515,801,-644,-1484,2658,2916,
总资产(万元),537796,495959,494308,340344,197895,154766,134164,115264,97711,73226,47541,
流动资产(万元),195588,204900,244897,143984,72475,61826,47751,41980,38583,35044,25550,
总负债(万元),148691,205321,241824,129633,94145,69053,72205,61338,53399,38355,25039,
流动负债(万元),130613,133699,172011,105509,80229,63098,59043,43753,42354,31354,21013,
股东权益不含少数股东权益(万元),386616,290638,252483,210712,103750,85713,61959,53926,44312,34871,17165,
净资产收益率加权(%),16.53,20.99,20.26,27.48,32.12,37.5,20.9,28.4,34.02,36.04,27.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
