报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.34,0.31,0.19,0.23,0.28,0.28,0.19,0.11,
每股净资产(元),--,2.65,2.34,2.14,1.92,1.64,1.36,1.18,
每股经营活动产生的现金流量净额(元),--,0.5,0.48,0.44,0.41,0.39,0.32,0.31,
主营业务收入(万元),47965,40736,31938,31466,33409,31711,26923,25855,
主营业务利润(万元),15589,12550,9746,10169,12213,10910,8643,7241,
营业利润(万元),8078,7164,4319,4268,5998,5314,3587,1574,
投资收益(万元),59,13,-36,--,--,--,--,--,
营业外收支净额(万元),-80,-8,-2,1108,512,1109,768,787,
利润总额(万元),7999,7156,4317,5376,6511,6423,4356,2361,
净利润(万元),7028,6265,3866,4574,5572,5544,3765,2222,
净利润(扣除非经常性损益后)(万元),6330,5577,3103,3631,5147,4601,3111,1554,
经营活动产生的现金流量净额(万元),10269,9957,9553,8789,8244,7708,6324,6171,
现金及现金等价物净增加额(万元),23297,3330,-634,-2354,2937,1394,-867,3183,
总资产(万元),132823,68675,61185,50286,50660,47774,44543,45555,
流动资产(万元),57497,27507,20183,17763,21438,17444,14990,16321,
总负债(万元),20494,15608,14383,7390,12273,14964,17277,22054,
流动负债(万元),18294,11283,7175,5388,10181,12004,9600,14894,
股东权益不含少数股东权益(万元),112329,53067,46802,42896,38387,32810,27266,23501,
净资产收益率加权(%),11.53,12.55,8.62,11.25,15.65,18.46,14.83,9.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
