报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.3,0.48,1.17,1.54,0.76,0.13,--,
每股净资产(元),--,--,--,5.56,4.02,1.5,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.74,-0.66,-0.18,--,
主营业务收入(万元),178609,97993,94266,82251,42188,20103,17488,
主营业务利润(万元),33762,24273,27425,30271,16047,7354,5894,
营业利润(万元),5262,6997,13403,16890,6235,868,1097,
投资收益(万元),72,1507,193,1,--,--,--,
营业外收支净额(万元),-1325,-153,121,163,315,64,-100,
利润总额(万元),3938,6844,13525,17053,6550,932,997,
净利润(万元),3743,6075,11604,14464,5587,813,893,
净利润(扣除非经常性损益后)(万元),3954,4904,10524,14344,5319,761,1063,
经营活动产生的现金流量净额(万元),-13294,9761,8281,6964,-6235,-1680,1873,
现金及现金等价物净增加额(万元),-53527,42201,13516,3113,1272,-382,-91,
总资产(万元),335579,298995,192917,90260,58617,35566,26386,
流动资产(万元),158991,182372,138121,55113,38498,18328,13430,
总负债(万元),190833,149928,55501,37917,20738,21394,12928,
流动负债(万元),157934,140195,49461,36046,20008,20786,12532,
股东权益不含少数股东权益(万元),140242,140280,137416,52343,37879,14172,13385,
净资产收益率加权(%),2.68,4.38,16.49,32.06,25.47,5.9,8.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
