报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.12,-0.07,0.17,0.24,0.2,0.53,0.6,0.51,0.52,0.5,0.39,0.53,1.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.35,3.84,4.12,3.01,11.51,3.09,3.09,3.14,3.02,2.9,2.91,2.84,2.74,2.88,2.69,2.59,2.35,2.66,1.73,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.48,0.53,0.23,0.18,0.46,1.12,0.23,1.04,0.23,0.38,0.15,0.15,0.08,-0.13,--,--,--,--,--,--,--,--,
主营业务收入(万元),127060,120433,119971,112651,116651,119135,112681,97467,94948,79014,73836,60963,54013,43830,34629,27572,25166,23103,21435,23621,19242,18980,20670,9043,7038,10812,7320,5883,5601,5094,
主营业务利润(万元),15604,-5877,16218,53367,29260,27306,23613,21148,21174,17253,14712,12499,12626,5377,4124,5727,6262,5006,5627,6986,4303,4102,1467,-339,302,1135,841,728,781,778,
营业利润(万元),25201,-19248,46623,60197,12042,38138,41489,34568,39458,24270,29028,37896,48656,-1831,-1289,505,861,42,1004,2736,1865,1926,1435,-339,302,0,841,722,782,779,
投资收益(万元),35641,109000,85177,30833,2799,34260,39553,34551,33283,21029,26429,39406,43620,3152,1125,1247,1370,1308,1644,0,1478,2109,2186,3094,2465,792,0,0,0,0,
营业外收支净额(万元),2342,2574,192,-803,328,2662,3664,3054,827,13898,1266,1434,--,-877,-26,-98,-26,-47,-140,38,13,0,0,0,0,-110,--,--,--,--,
利润总额(万元),27543,-16674,46815,59394,12371,40801,45153,37622,40285,38167,30294,39330,48963,1317,792,2467,2618,1594,3033,2876,3689,4132,3466,2606,2687,1817,818,663,743,75,
净利润(万元),24577,-14206,35819,34256,10827,29143,33044,28032,28563,27463,21319,28873,31545,180,185,1712,1631,961,1971,1611,2355,3062,2530,2216,2284,1541,818,662,743,750,
净利润(扣除非经常性损益后)(万元),18895,-26271,33975,23696,7127,2529,4206,6295,4084,2919,766,1049,5306,-846,-599,1179,1510,717,1586,1509,2022,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),343729,309160,-918447,-929771,15047,22780,20491,10668,25975,29192,12481,10033,12545,15275,3174,14198,3141,5224,2083,2072,1132,-1352,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),315604,-81745,-112628,-274918,-21744,21862,-4920,29537,17991,-440,17887,-30384,38679,4284,-1080,1901,-2133,-2819,393,-3387,9599,-336,--,--,--,--,--,--,--,--,
总资产(万元),4141293,3890917,4604879,2955320,623221,752268,524722,518168,422590,381125,408640,328454,501849,124226,98559,96588,92920,93000,91646,82780,82447,75978,73386,39004,34538,30991,18365,0,0,0,
流动资产(万元),3504385,2739278,3114229,1858291,124198,150610,135568,137029,112999,95536,73688,55191,81832,36988,27992,25648,32702,33053,0,0,0,34535,35414,25211,25664,21911,9012,5429,398,2761,
总负债(万元),2790811,2617764,3240116,1580420,222750,274136,210671,239713,174790,161682,171800,150896,178223,72779,47200,45614,43980,46071,43566,36632,38672,40023,39240,14470,12220,8017,7762,0,0,0,
流动负债(万元),2357765,1662805,2378616,1353437,119701,144362,135884,137789,120849,106982,81718,81427,65011,57322,38400,37504,36660,39841,0,0,0,37973,37473,13656,11425,5026,4648,4988,3356,2384,
股东权益不含少数股东权益(万元),1334995,1257616,1345892,1356447,386682,465923,302936,268229,237914,209665,225312,164216,314455,42155,42186,42900,41188,39625,39785,38861,37380,30032,28013,24534,22318,22974,10603,4636,440,4235,
净资产收益率加权(%),1.9,-1.09,2.64,3.99,2.53,7.56,11.48,10.98,12.75,12.62,10.84,12.04,12.6,0.43,0.44,4.07,3.94,2.34,5.01,4.22,7,10.55,--,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
