报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.55,0.5,0.18,0.31,0.3,0.29,0.23,0.11,0.1,0.08,0.02,0.02,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.51,1.41,1.21,1.19,1.15,1.08,1.04,0.99,1.13,1.02,1.01,1.58,1.5,1.4,2.46,2.37,2.38,2.69,2.54,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.11,-0.18,-0.41,-0.08,-0.05,0.17,0.26,0.01,0.19,0.08,0.07,0.13,0.14,-0.03,--,--,--,--,--,--,--,--,
主营业务收入(万元),254874,217519,134591,235202,216337,213231,211648,103015,102640,102106,75018,70601,84513,99089,85214,57054,96238,74805,61625,85284,84916,73345,118598,77504,119063,156300,89414,29399,29897,42959,
主营业务利润(万元),83997,79144,31418,49394,55613,54328,40539,22864,22382,22717,14206,15997,15796,1765,8500,2794,18036,12898,17468,27423,24903,17226,9701,-3235,42872,48629,30294,--,--,--,
营业利润(万元),73086,68190,24378,41920,40968,39947,29728,13798,13093,11301,3626,4542,4142,5644,-3321,-11409,-454,-14006,-46027,6891,-787,-61907,13113,-1539,44692,49633,30917,--,--,--,
投资收益(万元),3243,1712,503,46,39,-1,-3,153,-1,2720,579,277,2847,360,4654,-1075,1038,15588,-3579,236,11308,-36545,1092,3003,2537,6263,7852,--,--,--,
营业外收支净额(万元),112,83,26,609,22,119,659,-72,235,-109,-8,-438,--,-3960,-232,-1689,-48,0,0,1061,-490,--,0,0,0,0,852,--,--,--,
利润总额(万元),73198,68273,24404,42529,40990,40066,30387,13726,13328,11192,3618,4103,3979,2045,1101,-14170,555,1519,-53758,8188,10032,-105052,14080,1999,47649,52867,40114,--,--,--,
净利润(万元),55245,50350,18499,31157,30113,29803,22827,10681,10120,8476,2022,1912,2912,1926,1210,-14231,436,1404,-53728,7655,10209,-104403,10502,170,39241,44897,33893,-55803,14274,9275,
净利润(扣除非经常性损益后)(万元),52420,49049,18159,30361,30096,29717,22284,10123,9943,7340,1312,2134,552,5434,-4048,-12855,2176,-16568,-49656,7648,-345,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),60361,106257,-1780,52669,109714,32216,19495,2741,11515,-17905,-41213,-8253,-5290,17512,26627,793,18836,7788,6922,13061,13672,-2606,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),35867,-5827,-5898,9601,49964,15084,5557,13875,-4629,-358,7582,-12304,-1957,14454,10633,-1363,7234,-6494,-899,141,-5597,-8150,--,--,--,--,--,--,--,--,
总资产(万元),490967,466589,398926,378560,417994,437510,421510,371277,323613,337909,336111,226566,230470,239144,228031,251899,275889,300099,347321,411391,426215,487748,609680,632963,643191,513020,419082,--,--,--,
流动资产(万元),416671,382308,320854,322731,357918,377058,357879,305838,257667,269634,255654,135747,138157,196275,182789,191365,212144,0,0,0,314461,375730,431829,457647,473028,376126,309532,--,--,--,
总负债(万元),138469,146516,128924,126963,197649,234199,248009,220566,183582,207930,214548,106853,114528,131493,124147,153161,162226,197408,245973,256466,276033,345656,359846,388112,396863,283575,221476,--,--,--,
流动负债(万元),137228,145865,119914,112348,158378,185174,165513,134489,152589,101282,155531,72850,79389,122914,111081,134537,156867,0,0,0,264390,323095,331483,354461,361241,269249,200665,--,--,--,
股东权益不含少数股东权益(万元),366687,333226,282824,264386,233170,216154,186335,163538,152860,142787,122865,120829,116620,109396,105697,100207,114446,103309,101908,160157,152035,141459,249093,240338,240792,226657,197251,--,--,--,
净资产收益率加权(%),15.9,16.35,6.76,12.53,13.21,14.81,13.05,6.75,6.84,6.12,1.66,1.6,2.54,1.81,1.2,-13.26,0.38,1.37,-41.85,4.82,--,-54.09,--,0,0,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
