报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.09,1.23,1.44,1.13,0.85,0.75,0.45,
每股净资产(元),--,--,5.68,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,1.71,1.32,1.29,0.65,0.57,
主营业务收入(万元),80599,75549,66886,62559,47198,44695,35216,
主营业务利润(万元),19877,18262,16939,17589,11546,10736,7840,
营业利润(万元),13212,11595,10982,8747,6369,6097,3557,
投资收益(万元),1798,1726,845,834,964,766,749,
营业外收支净额(万元),229,604,375,78,419,184,110,
利润总额(万元),13440,12199,11357,8825,6788,6281,3668,
净利润(万元),10937,9441,8656,6782,5099,4505,2690,
净利润(扣除非经常性损益后)(万元),10023,8196,8375,6540,4742,--,--,
经营活动产生的现金流量净额(万元),16118,6793,10272,7915,7716,3921,3422,
现金及现金等价物净增加额(万元),-2548,4310,3371,1187,-812,244,-521,
总资产(万元),119235,107570,57712,50596,40799,39256,32613,
流动资产(万元),68346,69137,27994,25781,19462,22316,18833,
总负债(万元),22012,20432,23618,24556,18651,21219,19378,
流动负债(万元),20242,19792,23618,24556,18651,21219,19378,
股东权益不含少数股东权益(万元),97223,87138,34094,26040,20642,15543,11038,
净资产收益率加权(%),11.86,12.58,28.84,30.89,28.18,33.9,27.75,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
