报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),-0.26,0.06,0.04,0.31,0.4,0.25,0.14,-1.42,0.39,-0.17,0.01,0.03,0.09,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.89,1.96,2.14,2.13,2.15,2.12,2.19,2.14,2.93,1.71,1.4,1.1,1.23,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.86,0.01,0.3,0.25,0.34,0.2,0.08,0.25,0.32,0.28,0.24,0.18,--,
主营业务收入(万元),355904,355021,413761,516729,491888,324928,269014,196350,407129,47235,38776,39578,37711,36002,43294,36996,29492,24795,23392,20258,16970,
主营业务利润(万元),34508,47455,52509,104882,94986,60745,51260,-82,66725,10327,10360,9863,9976,6674,8767,9067,8341,7063,6951,7272,4926,
营业利润(万元),-26857,10401,4130,39859,22302,7177,6898,-67860,9629,-4203,-510,-688,1169,40,686,3468,3046,3136,2958,3790,1668,
投资收益(万元),1051,902,60,58,1261,65,488,707,--,-974,-293,-134,-342,257,656,372,-40,5,168,-14,25,
营业外收支净额(万元),-5438,-2774,-119,1386,843,1169,36,-112,3738,884,1303,1212,980,893,1975,114,37,-44,35,0,-130,
利润总额(万元),-32296,7627,4011,41245,23145,8346,6935,-67972,13367,-3319,793,524,2149,1713,3832,4369,4012,4370,3768,4245,1843,
净利润(万元),-30300,6860,4867,35921,23346,11986,6888,-68828,10582,-3955,238,584,2049,1458,3376,4146,3809,3612,3419,3539,1146,
净利润(扣除非经常性损益后)(万元),-29059,6178,3444,34872,21644,10748,6370,-68880,7669,-5276,-2724,-1258,557,-356,1447,3036,3056,3468,2729,0,--,
经营活动产生的现金流量净额(万元),-9316,43110,23166,44024,86061,20214,71563,-18167,41704,244,6802,5809,7725,4682,1768,5698,5314,3235,2763,0,--,
现金及现金等价物净增加额(万元),-9794,-4955,35190,-3825,62026,-28468,40246,-33045,-17832,-3969,4374,-300,-655,-1077,1089,-1862,1926,-2255,3224,0,--,
总资产(万元),643369,667950,659813,709240,672541,536594,483372,485829,504429,95645,88035,85397,86096,88317,91863,82540,61373,49427,37975,25433,18922,
流动资产(万元),333714,318361,300501,361494,336723,248478,202832,191987,242163,35763,31942,19973,24319,33708,29633,25035,23517,19265,16058,0,9239,
总负债(万元),311010,302938,300134,405957,397450,399382,355719,364908,312299,47375,36334,35786,35875,38591,40588,32067,12065,32477,20640,11021,11488,
流动负债(万元),192666,192140,185513,292102,353826,342641,287291,301571,278147,45825,36112,35219,34563,36973,39262,28587,9227,21650,13123,0,11250,
股东权益不含少数股东权益(万元),332359,365012,359679,303283,275091,135896,124876,117986,189221,45179,49134,48896,49462,48840,50347,49264,48076,15440,15954,12585,6283,
净资产收益率加权(%),-8.69,1.89,1.42,12.45,9.14,9.29,5.67,-44.46,5.64,-8.39,0.49,1.19,4.17,0,6.9,8.3,8.42,20,24,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
