报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),-0.27,0.09,-1.74,-0.26,0.14,0.14,0.23,0.27,0.33,0.35,0.35,0.29,0.13,
每股净资产(元),--,--,--,--,--,3.86,5.24,5.02,4.77,4.43,1.85,1.48,1.19,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-1.02,-0.29,0.22,-0.19,-0.19,-0.14,0.27,0.29,
主营业务收入(万元),64901,67781,69256,66458,59990,77138,45146,48104,31470,29463,26723,23563,6475,
主营业务利润(万元),8723,4716,2802,4479,3291,11314,7613,7247,5147,4474,4004,3230,1236,
营业利润(万元),-4497,-1322,-34902,-15003,-11694,1055,182,2734,3137,2775,2660,2224,727,
投资收益(万元),-674,6064,-8976,-2566,-129,98,5,1,-2,--,22,0,46,
营业外收支净额(万元),-490,3237,-2053,9920,13447,2244,2884,387,727,646,367,--,--,
利润总额(万元),-4987,1915,-36955,-5083,1753,3299,3067,3120,3865,3421,3027,2265,942,
净利润(万元),-5717,1971,-36702,-5221,2311,2249,2718,3172,3826,3416,3044,2352,978,
净利润(扣除非经常性损益后)(万元),-5601,-11132,-34359,-6478,303,338,192,2901,3177,2913,2711,2371,763,
经营活动产生的现金流量净额(万元),2172,74199,8095,-26957,7278,-16662,-3383,2581,-2166,-2211,-1198,2370,2254,
现金及现金等价物净增加额(万元),-2137,-926,-15630,6819,3659,4646,3255,-10052,-10166,24155,733,201,968,
总资产(万元),104937,113746,242290,277289,227088,174881,128013,110017,83110,73628,35021,24814,22630,
流动资产(万元),44430,49818,106551,143177,110827,92779,55863,42821,44106,47508,15116,7897,7187,
总负债(万元),41446,43788,170705,167892,153948,99383,59346,44347,25529,20428,17972,11625,13309,
流动负债(万元),37736,38937,159569,134933,139265,83055,51937,34901,17883,11024,9372,7514,9268,
股东权益不含少数股东权益(万元),56619,63628,61657,98570,65258,63274,61278,58741,55859,51876,16087,12861,9306,
净资产收益率加权(%),-9.61,2.72,-45.8,-5.5,3.59,3.61,4.53,5.52,7.1,11.95,21.12,21.61,10.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
