报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.6,0.52,0.87,0.41,0.45,0.34,0.5,0.63,1.08,0.94,0.69,0.32,0.26,
每股净资产(元),--,--,--,--,--,--,5.66,5.15,8.88,2.73,1.79,1.22,1.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.07,0.38,0.58,0.88,0.31,0.08,0.02,
主营业务收入(万元),254226,215308,179778,121762,68371,53268,37488,26642,21573,14694,10116,5446,4013,
主营业务利润(万元),115200,100585,78701,45302,24903,19920,14249,11748,10008,7209,5314,2675,1822,
营业利润(万元),71201,62082,60913,29146,15040,8940,7843,7685,7171,4351,3285,1611,1125,
投资收益(万元),401,203,14304,3701,645,167,--,--,0,--,--,33,--,
营业外收支净额(万元),343,129,504,267,1669,2075,892,1474,567,634,232,38,67,
利润总额(万元),71544,62211,61418,29414,16709,11015,8735,9159,7737,4985,3517,1650,1193,
净利润(万元),57384,50056,54303,24482,13040,8592,6330,7859,6624,4407,3126,1459,1192,
净利润(扣除非经常性损益后)(万元),53939,47103,39001,20052,11741,6570,5698,6606,6173,3852,2923,1397,1125,
经营活动产生的现金流量净额(万元),77216,48426,34976,12966,14305,4709,-920,4816,3637,4113,1435,375,78,
现金及现金等价物净增加额(万元),88131,-1580,-20555,-19503,55563,-830,-12971,-5482,26067,-476,96,907,-114,
总资产(万元),602495,480566,437818,328909,223322,118675,91811,72977,61104,23472,18059,9303,5384,
流动资产(万元),306662,196406,162293,152791,127870,51432,42863,40151,39601,9797,8983,5048,2797,
总负债(万元),65579,85072,89454,113708,46911,31146,13525,7733,5673,10684,9678,3800,861,
流动负债(万元),54770,73104,74356,93271,44879,28877,12472,6585,4926,9622,8668,3269,771,
股东权益不含少数股东权益(万元),499522,365227,321593,190331,168840,80012,72006,64844,55431,12788,8382,5503,4523,
净资产收益率加权(%),14.7,14.64,20.7,13.67,9.05,11.35,9.39,13.24,13.42,41.63,44.53,29.11,40.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
