报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),1.44,0.68,0.61,0.45,-0.36,-0.67,0.05,0.08,-0.35,0.02,0.02,0.03,0.04,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.25,1.59,1.61,3.18,3.19,3.07,3.08,3.04,3.04,3,2.97,1.86,1.62,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.25,-0.01,-0.5,-0.22,0.11,0.06,0.2,0.32,-0.2,-0.07,0.04,0.13,--,--,
主营业务收入(万元),10078237,6006726,2228797,1923996,84070,87606,121781,132696,93586,57960,42648,48461,46533,33137,30045,27323,25231,20918,22253,21091,20048,20254,
主营业务利润(万元),1879568,732923,350695,246431,8294,12680,26858,26504,15042,12796,10017,9619,9999,7787,6547,5651,5653,6035,7187,6795,6570,6600,
营业利润(万元),1322331,411917,203548,126202,-27137,-19495,-2181,-1423,-6952,-1900,227,338,591,251,389,395,523,1170,1973,1990,1836,1728,
投资收益(万元),27480,10820,622,--,274,360,111,69,-66,20,-73,-25,-19,-137,-228,-28,22,103,80,31,-37,28,
营业外收支净额(万元),-1132,2091,193,13591,2403,1062,3324,2767,503,2409,205,-32,--,210,119,93,-80,12,45,24,-41,22,
利润总额(万元),1321199,414008,203741,139793,-24735,-18433,1143,1344,-6449,509,432,306,609,324,280,460,473,1293,2104,2044,1758,1778,
净利润(万元),1002518,332261,171933,117983,-24310,-19120,1107,1921,-7397,421,434,315,367,288,276,483,463,855,1595,1381,1199,1269,
净利润(扣除非经常性损益后)(万元),927561,279313,157603,111204,-26723,-20185,-2218,-846,-7901,-1986,280,347,355,81,150,422,540,839,1561,0,--,--,
经营活动产生的现金流量净额(万元),1693697,413145,15597,73001,-9596,15595,12932,8239,-5861,-204,-10489,-2331,1202,645,2048,2730,-2128,-755,412,898,--,--,
现金及现金等价物净增加额(万元),275837,596655,35458,-114053,-3656,4842,5379,-29757,25455,6106,4759,-543,-2197,-3053,2359,386,-4034,-6037,17443,399,--,--,
总资产(万元),17437754,12524246,1968421,1969876,289705,300480,288635,282439,274110,198012,131308,102154,76508,61110,61073,56579,56345,54554,53027,33454,34666,--,
流动资产(万元),5329416,3957939,887629,869198,126733,130407,116372,117518,139181,94168,60320,53708,47192,43399,44691,39623,39722,--,0,20754,20968,--,
总负债(万元),13763875,9733413,1232880,1366412,240549,225114,221670,217211,216490,161280,97067,68530,42806,28908,28777,24679,24403,23075,21878,20435,23304,--,
流动负债(万元),8226727,5421574,1071874,1178518,192981,176541,157631,189247,186216,142366,70805,66730,41806,28908,28777,23079,22403,--,0,17755,20652,--,
股东权益不含少数股东权益(万元),3633300,2758767,715522,585974,41266,66224,57322,56890,54309,33406,33832,33398,33518,32202,32296,31900,31942,31479,31149,13019,11362,--,
净资产收益率加权(%),31.77,13.29,26.71,22.76,-45.01,-25.93,1.94,3.46,-23.25,1.27,1.29,0.94,1.11,0.89,0.86,1.51,1.45,2.75,8.4,0,11.71,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
