报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),-3.67,0.55,0.48,0.44,0.24,0.53,0.09,0.26,1.01,1.09,0.63,0.36,
每股净资产(元),--,--,--,--,--,7.86,5.64,5.6,10.01,2.16,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.29,-0.01,-0.07,-0.13,1.03,0.4,-0.43,
主营业务收入(万元),231332,359383,255928,173399,85789,61472,33316,26374,19286,13804,8431,5116,
主营业务利润(万元),41886,117328,88082,64349,36784,25100,9015,8667,9755,7968,3255,1393,
营业利润(万元),-262284,44971,39792,30114,15865,8014,648,2409,5465,5171,1767,595,
投资收益(万元),1745,595,2956,1630,775,--,--,--,--,0,0,0,
营业外收支净额(万元),-44,852,408,2354,1649,1473,860,843,655,488,36,-7,
利润总额(万元),-262328,45823,40200,32468,17514,9487,1508,3252,6120,5658,1804,588,
净利润(万元),-264290,39297,33713,27673,13669,7689,956,2861,5423,4916,1774,588,
净利润(扣除非经常性损益后)(万元),-270732,35727,29092,24836,12249,7079,340,2139,4970,4629,1793,597,
经营活动产生的现金流量净额(万元),-1817,-27939,-6108,5815,16142,4684,-142,-782,-776,4613,1797,-869,
现金及现金等价物净增加额(万元),-16036,39396,2949,-8865,-808,4349,34,-4712,33078,3368,2547,290,
总资产(万元),635909,787580,598316,487690,218841,175327,79067,75322,66235,18164,11329,4216,
流动资产(万元),466493,479784,339993,277583,144788,104679,61744,65146,59141,12752,7985,3139,
总负债(万元),436562,330601,183627,120668,71007,42808,15341,12630,6183,8443,4723,2384,
流动负债(万元),373940,291864,166905,117881,69478,41273,13992,12469,5861,8189,4669,2359,
股东权益不含少数股东权益(万元),191218,449521,411379,365585,145906,128824,60931,60513,60052,9721,6605,1831,
净资产收益率加权(%),-82.92,9.09,8.73,11.17,10.07,7.42,1.57,4.79,14.04,58.6,47.7,50.62,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
