报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.33,0.29,0.67,0.6,0.57,0.46,0.45,0.4,0.39,0.35,0.36,0.24,0.18,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.41,5.14,4.83,4.52,2.38,2.21,2.18,2.62,2.63,2.57,2.6,1.51,1.4,0.73,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.15,0.35,0.4,0.19,0.22,0.04,0.23,0.18,0.29,0.03,0.14,0.4,0,--,
主营业务收入(万元),220800,279850,339114,336121,320075,306753,272026,261253,265795,229187,181053,146315,101002,76896,60118,50484,46900,37902,35451,38469,37919,32921,
主营业务利润(万元),49566,60864,73301,76105,66261,57922,48576,51168,54379,52635,42943,30652,21604,16069,11403,12686,11999,10676,10874,12396,12944,--,
营业利润(万元),14505,14714,22741,19427,18423,15828,13411,15261,19243,18219,16368,8430,5526,2594,-6153,994,1149,787,2779,4659,4439,--,
投资收益(万元),1837,2846,5780,3068,4767,7453,5906,5578,3694,1750,3420,2060,60,181,-810,35,-136,-79,-99,-89,0,--,
营业外收支净额(万元),1180,663,1300,2246,978,1708,2726,857,915,518,1466,1212,164,-150,-1988,-155,-180,-149,-180,0,0,--,
利润总额(万元),15685,15376,24041,21673,19401,17537,16137,16118,20157,18737,17833,9642,5690,2655,-8951,899,870,563,2501,4703,4453,--,
净利润(万元),13510,11754,19426,17324,16556,13315,13127,11409,11183,10107,10394,6883,3821,1864,-9632,168,442,285,1910,3702,2867,2260,
净利润(扣除非经常性损益后)(万元),9564,9625,15667,15559,15694,11319,10853,9727,9506,9731,9302,6038,3183,1673,-9356,399,542,431,2090,0,0,--,
经营活动产生的现金流量净额(万元),17192,12153,27846,45152,19814,8888,915,18081,4281,10000,11503,5358,4658,820,4997,4011,6467,605,2976,6047,0,--,
现金及现金等价物净增加额(万元),10208,220,-614,-4115,-7875,11595,3664,5068,-6790,2510,449,21797,935,-155,-1869,-2823,-8532,-14153,27560,1696,0,--,
总资产(万元),316641,318104,365859,378047,376660,375596,322391,282333,288202,257730,227384,202435,110512,99503,96275,105118,105538,106192,110883,80779,77727,--,
流动资产(万元),212840,202620,250066,262699,254484,252639,215701,176514,194028,170038,146777,124050,64280,55941,51523,56079,57025,--,0,0,0,--,
总负债(万元),46400,71768,119707,145489,157375,168899,134486,105023,110192,90861,73169,60158,48995,42055,38503,38938,41305,47720,52259,56512,55288,--,
流动负债(万元),44946,70456,118363,143795,154723,166606,111896,76205,99816,81867,64896,59162,47635,41614,38014,38388,40427,--,0,0,0,--,
股东权益不含少数股东权益(万元),254215,229550,224179,209314,196937,184752,174806,165104,156291,148574,139489,130501,51005,47368,48015,57646,57477,56482,57098,22634,21021,--,
净资产收益率加权(%),5.59,5.18,8.94,8.53,8.67,7.44,7.76,7.17,7.36,7.05,7.71,5.58,7.38,3.77,-18.23,0.77,0.77,0.5,8.08,16.19,23.29,23.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
